chr,center,TSS,score,gene
chr15,31435322,32615144,0.024594,ARHGAP11A
chr15,31435322,33194714,0.030871,FMN1
chr15,31435322,33968497,0.035585,CHRM5
chr15,31435322,34075155,0.015901,AVEN
chr15,31473240,30890559,0.018581,FAN1
chr15,31473240,30991628,0.018547,MTMR10
chr15,31473240,31870789,0.018955,OTUD7A
chr15,31868127,31870789,0.017265,OTUD7A
chr15,32610836,32615144,0.036279,ARHGAP11A
chr15,32615303,33194714,0.016052,FMN1
chr15,33126487,33194714,0.022937,FMN1
chr15,33195542,33194714,0.064362,FMN1
chr15,33200544,33194714,0.02178,FMN1
chr15,33202018,33194714,0.101553,FMN1
chr15,34039044,33968497,0.038583,CHRM5
chr15,34039044,34101862,0.018432,EMC7
chr15,34039044,34102083,0.018432,PGBD4
chr15,34039044,34210096,0.020525,KATNBL1
chr15,34039044,34225013,0.016262,EMC4
chr15,34062045,34075155,0.015006,AVEN
chr15,34101968,31870789,0.015775,OTUD7A
chr15,34101968,32615144,0.025402,ARHGAP11A
chr15,34101968,33194714,0.039341,FMN1
chr15,34101968,33968497,0.056951,CHRM5
chr15,34101968,34075155,0.072127,AVEN
chr15,34101968,34210096,0.098349,KATNBL1
chr15,34101968,34225013,0.072175,EMC4
chr15,34101968,34338060,0.044628,SLC12A6
chr15,34101968,34343180,0.039006,NOP10
chr15,34101968,34343315,0.039005,NUTM1
chr15,34101968,34367196,0.049683,LPCAT4
chr15,34101968,34969742,0.037855,AQR
chr15,34101968,34988287,0.022712,ZNF770
chr15,34101968,35546193,0.023539,DPH6
chr15,34209869,33968497,0.016152,CHRM5
chr15,34209869,34075155,0.022623,AVEN
chr15,34209869,34101862,0.027702,EMC7
chr15,34209869,34102083,0.027702,PGBD4
chr15,34209869,34225013,0.045162,EMC4
chr15,34209869,34338060,0.016773,SLC12A6
chr15,34224962,32615144,0.019055,ARHGAP11A
chr15,34224962,33194714,0.022406,FMN1
chr15,34224962,33968497,0.04493,CHRM5
chr15,34224962,34075155,0.056275,AVEN
chr15,34224962,34101862,0.063828,EMC7
chr15,34224962,34102083,0.063828,PGBD4
chr15,34224962,34210096,0.141781,KATNBL1
chr15,34224962,34338060,0.056452,SLC12A6
chr15,34224962,34343180,0.045051,NOP10
chr15,34224962,34343315,0.04505,NUTM1
chr15,34224962,34367196,0.044477,LPCAT4
chr15,34224962,34969742,0.029796,AQR
chr15,34224962,34988287,0.021049,ZNF770
chr15,34224962,35546193,0.016836,DPH6
chr15,34241555,34225013,0.017366,EMC4
chr15,34328139,34338060,0.053618,SLC12A6
chr15,34328139,34343180,0.020442,NOP10
chr15,34328139,34343315,0.020442,NUTM1
chr15,34331969,34338060,0.040929,SLC12A6
chr15,34331969,34343180,0.015559,NOP10
chr15,34331969,34343315,0.015559,NUTM1
chr15,34334218,33968497,0.015254,CHRM5
chr15,34334218,34210096,0.017038,KATNBL1
chr15,34334218,34225013,0.018784,EMC4
chr15,34334218,34338060,0.057374,SLC12A6
chr15,34334218,34343180,0.046322,NOP10
chr15,34334218,34343315,0.046324,NUTM1
chr15,34334218,34367196,0.03032,LPCAT4
chr15,34335365,34338060,0.042887,SLC12A6
chr15,34335365,34343180,0.034592,NOP10
chr15,34335365,34343315,0.034594,NUTM1
chr15,34335365,34367196,0.022654,LPCAT4
chr15,34337280,33968497,0.016828,CHRM5
chr15,34337280,34075155,0.015849,AVEN
chr15,34337280,34101862,0.015426,EMC7
chr15,34337280,34102083,0.015426,PGBD4
chr15,34337280,34210096,0.018798,KATNBL1
chr15,34337280,34225013,0.020725,EMC4
chr15,34337280,34338060,0.063346,SLC12A6
chr15,34337280,34343180,0.051001,NOP10
chr15,34337280,34343315,0.051005,NUTM1
chr15,34337280,34367196,0.033434,LPCAT4
chr15,34337995,33194714,0.017637,FMN1
chr15,34337995,33968497,0.025801,CHRM5
chr15,34337995,34075155,0.02548,AVEN
chr15,34337995,34101862,0.031294,EMC7
chr15,34337995,34102083,0.031294,PGBD4
chr15,34337995,34210096,0.033195,KATNBL1
chr15,34337995,34225013,0.039508,EMC4
chr15,34337995,34338060,0.081316,SLC12A6
chr15,34337995,34343180,0.196298,NOP10
chr15,34337995,34343315,0.196318,NUTM1
chr15,34337995,34367196,0.077218,LPCAT4
chr15,34337995,34969742,0.019722,AQR
chr15,34337995,35546193,0.015175,DPH6
chr15,34343187,33968497,0.02192,CHRM5
chr15,34343187,34075155,0.019337,AVEN
chr15,34343187,34101862,0.021349,EMC7
chr15,34343187,34102083,0.021349,PGBD4
chr15,34343187,34210096,0.0227,KATNBL1
chr15,34343187,34225013,0.027882,EMC4
chr15,34343187,34338060,0.049335,SLC12A6
chr15,34343187,34367196,0.067622,LPCAT4
chr15,34343187,34969742,0.020215,AQR
chr15,34367613,33194714,0.01661,FMN1
chr15,34367613,33968497,0.033787,CHRM5
chr15,34367613,34075155,0.034918,AVEN
chr15,34367613,34101862,0.038601,EMC7
chr15,34367613,34102083,0.038601,PGBD4
chr15,34367613,34210096,0.03979,KATNBL1
chr15,34367613,34225013,0.039075,EMC4
chr15,34367613,34338060,0.060505,SLC12A6
chr15,34367613,34343180,0.095998,NOP10
chr15,34367613,34343315,0.095992,NUTM1
chr15,34367613,34969742,0.027795,AQR
chr15,34367613,35546193,0.016307,DPH6
chr15,34583615,33968497,0.021012,CHRM5
chr15,34583615,34075155,0.022162,AVEN
chr15,34583615,34101862,0.01754,EMC7
chr15,34583615,34102083,0.01754,PGBD4
chr15,34583615,34210096,0.018858,KATNBL1
chr15,34583615,34225013,0.016983,EMC4
chr15,34583615,34338060,0.017404,SLC12A6
chr15,34583615,34367196,0.018144,LPCAT4
chr15,34583615,34969742,0.016704,AQR
chr15,34969799,34988287,0.038671,ZNF770
chr15,34988629,33194714,0.018991,FMN1
chr15,34988629,33968497,0.038087,CHRM5
chr15,34988629,34075155,0.034303,AVEN
chr15,34988629,34101862,0.019097,EMC7
chr15,34988629,34102083,0.019097,PGBD4
chr15,34988629,34210096,0.020674,KATNBL1
chr15,34988629,34225013,0.020014,EMC4
chr15,34988629,34338060,0.023435,SLC12A6
chr15,34988629,34343180,0.019505,NOP10
chr15,34988629,34343315,0.019504,NUTM1
chr15,34988629,34367196,0.016065,LPCAT4
chr15,34988629,34969742,0.162532,AQR
chr15,34988629,35546193,0.039815,DPH6
chr15,34988629,37101299,0.024524,MEIS2
chr15,35546085,33968497,0.016115,CHRM5
chr15,35546085,34969742,0.021128,AQR
chr15,35546085,34988287,0.016866,ZNF770
chr15,35546085,37101299,0.033391,MEIS2
chr15,36579406,35546193,0.023683,DPH6
chr15,36579406,37101299,0.028994,MEIS2
chr15,37099515,37101299,0.02351,MEIS2
chr15,37101085,37101299,0.047698,MEIS2
chr15,38251735,38252836,0.074868,SPRED1
chr15,38254398,38252836,0.101378,SPRED1
chr15,38440481,38454127,0.016063,FAM98B
chr15,38454258,38252836,0.018286,SPRED1
chr15,38474410,38454127,0.01751,FAM98B
chr15,38487202,38454127,0.017756,FAM98B
chr15,38554747,38454127,0.01553,FAM98B
chr15,38554747,38565575,0.039221,RASGRP1
chr15,38556165,38565575,0.017998,RASGRP1
chr15,38557496,38565575,0.021217,RASGRP1
chr15,38558116,38565575,0.058544,RASGRP1
chr15,38560791,38565575,0.069751,RASGRP1
chr15,38564490,38454127,0.026351,FAM98B
chr15,38611028,38454127,0.015932,FAM98B
chr15,38611028,38565575,0.022831,RASGRP1
chr15,38651517,38252836,0.015543,SPRED1
chr15,38651517,38454127,0.029014,FAM98B
chr15,38651517,38565575,0.028829,RASGRP1
chr15,38653140,38454127,0.0167,FAM98B
chr15,38653140,38565575,0.01874,RASGRP1
chr15,38670825,38252836,0.015792,SPRED1
chr15,38670825,38454127,0.026904,FAM98B
chr15,38670825,38565575,0.029451,RASGRP1
chr15,38671807,38252836,0.016935,SPRED1
chr15,38671807,38454127,0.028853,FAM98B
chr15,38671807,38565575,0.031584,RASGRP1
chr15,38686261,38454127,0.015645,FAM98B
chr15,38686261,38565575,0.016077,RASGRP1
chr15,38689052,38454127,0.015231,FAM98B
chr15,38690656,38454127,0.022313,FAM98B
chr15,38690656,38565575,0.017116,RASGRP1
chr15,39583066,39581079,0.018131,THBS1
chr15,39583697,39581079,0.018108,THBS1
chr15,39623885,39581079,0.015728,THBS1
chr15,39624838,39581079,0.022626,THBS1
chr15,39624838,39782841,0.01523,FSIP1
chr15,39782632,39581079,0.016071,THBS1
chr15,39782632,39920266,0.024937,GPR176
chr15,39782632,39934115,0.024523,EIF2AK4
chr15,39786627,39782841,0.033054,FSIP1
chr15,39920203,39934115,0.026332,EIF2AK4
chr15,39934260,39920266,0.040227,GPR176
chr15,40038669,40039181,0.058973,SRP14
chr15,40038669,40161023,0.015444,BUB1B
chr15,40039288,39782841,0.020075,FSIP1
chr15,40039288,39920266,0.021659,GPR176
chr15,40039288,39934115,0.018322,EIF2AK4
chr15,40039288,40108892,0.030509,BMF
chr15,40039288,40161023,0.035371,BUB1B
chr15,40039288,40218500,0.031068,BUB1B-PAK6
chr15,40039288,40283064,0.020564,ANKRD63
chr15,40045306,40039181,0.067381,SRP14
chr15,40045306,40108892,0.023328,BMF
chr15,40045306,40161023,0.019667,BUB1B
chr15,40045306,40218500,0.019585,BUB1B-PAK6
chr15,40046976,40039181,0.029559,SRP14
chr15,40047984,40039181,0.026298,SRP14
chr15,40047984,40108892,0.020211,BMF
chr15,40047984,40161023,0.016867,BUB1B
chr15,40048526,40039181,0.018031,SRP14
chr15,40098657,40039181,0.015213,SRP14
chr15,40098657,40108892,0.076287,BMF
chr15,40100029,40108892,0.015324,BMF
chr15,40105358,40039181,0.016857,SRP14
chr15,40105358,40108892,0.096847,BMF
chr15,40105358,40161023,0.023335,BUB1B
chr15,40108981,40039181,0.016533,SRP14
chr15,40108981,40108892,0.056377,BMF
chr15,40108981,40161023,0.027203,BUB1B
chr15,40274950,40218500,0.021834,BUB1B-PAK6
chr15,40274950,40283064,0.055833,ANKRD63
chr15,40279550,40283064,0.023512,ANKRD63
chr15,40307994,40283064,0.033674,ANKRD63
chr15,40307994,40323692,0.028981,INAFM2
chr15,40307994,40358219,0.016485,DISP2
chr15,40308781,40283064,0.021403,ANKRD63
chr15,40308781,40307935,0.065122,PLCB2
chr15,40308781,40323692,0.018414,INAFM2
chr15,40310221,40307935,0.043979,PLCB2
chr15,40313785,40307935,0.033022,PLCB2
chr15,40321190,40307935,0.026348,PLCB2
chr15,40321190,40323692,0.049169,INAFM2
chr15,40323354,40307935,0.020174,PLCB2
chr15,40323354,40323692,0.079632,INAFM2
chr15,40324876,40323692,0.033203,INAFM2
chr15,40334356,40323692,0.024879,INAFM2
chr15,40358949,40358219,0.025242,DISP2
chr15,40368159,40358219,0.041954,DISP2
chr15,40368159,40382721,0.048577,KNSTRN
chr15,40368159,40405485,0.024678,IVD
chr15,40382811,40358219,0.016801,DISP2
chr15,40382811,40405485,0.029592,IVD
chr15,40398654,40405485,0.033657,IVD
chr15,40405781,40358219,0.018545,DISP2
chr15,40405781,40382721,0.025674,KNSTRN
chr15,40439905,40439721,0.053954,BAHD1
chr15,40439905,40470984,0.018567,CHST14
chr15,40441081,40470984,0.042393,CHST14
chr15,40451546,40439721,0.032792,BAHD1
chr15,40452414,40439721,0.036394,BAHD1
chr15,40454012,40439721,0.023183,BAHD1
chr15,40468843,40470984,0.028328,CHST14
chr15,40471330,40439721,0.032453,BAHD1
chr15,40493567,40439721,0.015542,BAHD1
chr15,40493567,40470984,0.01875,CHST14
chr15,40564849,40358219,0.016696,DISP2
chr15,40564849,40405485,0.016712,IVD
chr15,40564849,40439721,0.02549,BAHD1
chr15,40564849,40470984,0.022505,CHST14
chr15,40564849,40569299,0.14255,RPUSD2
chr15,40564849,40594020,0.035816,KNL1
chr15,40564849,40695107,0.018753,RAD51-AS1
chr15,40564849,40694774,0.018753,RAD51
chr15,40564849,40769980,0.016853,C15orf62
chr15,40569459,40405485,0.015075,IVD
chr15,40569459,40439721,0.024086,BAHD1
chr15,40569459,40470984,0.020858,CHST14
chr15,40569459,40594020,0.040106,KNL1
chr15,40569459,40695107,0.019575,RAD51-AS1
chr15,40569459,40694774,0.019575,RAD51
chr15,40590023,40569299,0.017753,RPUSD2
chr15,40590023,40594020,0.06677,KNL1
chr15,40593426,40594020,0.050005,KNL1
chr15,40594355,40439721,0.020637,BAHD1
chr15,40594355,40470984,0.017777,CHST14
chr15,40594355,40569299,0.039473,RPUSD2
chr15,40594355,40695107,0.018964,RAD51-AS1
chr15,40594355,40694774,0.018964,RAD51
chr15,40594355,40755851,0.015859,RMDN3
chr15,40594355,40764068,0.01647,GCHFR
chr15,40594355,40769980,0.015272,C15orf62
chr15,40694878,40439721,0.017819,BAHD1
chr15,40694878,40470984,0.01554,CHST14
chr15,40694878,40569299,0.021526,RPUSD2
chr15,40694878,40594020,0.021189,KNL1
chr15,40694878,40755851,0.03047,RMDN3
chr15,40694878,40764068,0.02945,GCHFR
chr15,40694878,40769980,0.031736,C15orf62
chr15,40694878,40807086,0.021408,ZFYVE19
chr15,40694878,40807478,0.021408,DNAJC17
chr15,40694878,40844018,0.025165,SPINT1
chr15,40694878,40874234,0.022663,RHOV
chr15,40694878,40894450,0.020942,VPS18
chr15,40695689,40695107,0.029519,RAD51-AS1
chr15,40695689,40694774,0.029519,RAD51
chr15,40744090,40695107,0.024433,RAD51-AS1
chr15,40744090,40694774,0.024433,RAD51
chr15,40744090,40755851,0.058665,RMDN3
chr15,40744090,40764068,0.032024,GCHFR
chr15,40744090,40769980,0.028623,C15orf62
chr15,40744090,40807086,0.019604,ZFYVE19
chr15,40744090,40807478,0.019604,DNAJC17
chr15,40744090,40844018,0.018944,SPINT1
chr15,40744090,40874234,0.018409,RHOV
chr15,40744090,40894450,0.015437,VPS18
chr15,40754089,40755851,0.03482,RMDN3
chr15,40754089,40764068,0.015954,GCHFR
chr15,40754973,40695107,0.022099,RAD51-AS1
chr15,40754973,40694774,0.022099,RAD51
chr15,40754973,40764068,0.064353,GCHFR
chr15,40754973,40769980,0.052937,C15orf62
chr15,40754973,40807086,0.024274,ZFYVE19
chr15,40754973,40807478,0.024274,DNAJC17
chr15,40754973,40844018,0.020262,SPINT1
chr15,40754973,40874234,0.017444,RHOV
chr15,40754973,40894450,0.018632,VPS18
chr15,40763807,40755851,0.035836,RMDN3
chr15,40763807,40769980,0.067453,C15orf62
chr15,40763807,40807086,0.016014,ZFYVE19
chr15,40763807,40807478,0.016014,DNAJC17
chr15,40765552,40755851,0.034836,RMDN3
chr15,40765552,40764068,0.075327,GCHFR
chr15,40765552,40769980,0.065447,C15orf62
chr15,40765552,40807086,0.01555,ZFYVE19
chr15,40765552,40807478,0.015551,DNAJC17
chr15,40769857,40764068,0.02484,GCHFR
chr15,40807229,40569299,0.016635,RPUSD2
chr15,40807229,40695107,0.023035,RAD51-AS1
chr15,40807229,40694774,0.023035,RAD51
chr15,40807229,40755851,0.036011,RMDN3
chr15,40807229,40764068,0.042648,GCHFR
chr15,40807229,40769980,0.042481,C15orf62
chr15,40807229,40844018,0.050096,SPINT1
chr15,40807229,40874234,0.033062,RHOV
chr15,40807229,40894450,0.026966,VPS18
chr15,40807229,40929340,0.015652,DLL4
chr15,40894075,40755851,0.016094,RMDN3
chr15,40894075,40764068,0.015413,GCHFR
chr15,40894075,40807086,0.015701,ZFYVE19
chr15,40894075,40807478,0.0157,DNAJC17
chr15,40894075,40844018,0.028288,SPINT1
chr15,40894075,40874234,0.039743,RHOV
chr15,40894075,40929340,0.017999,DLL4
chr15,40894075,40952962,0.017761,CHAC1
chr15,40894949,40874234,0.016306,RHOV
chr15,40894949,40894450,0.048028,VPS18
chr15,40903990,40894450,0.026577,VPS18
chr15,40903990,40929340,0.021135,DLL4
chr15,40907022,40894450,0.030366,VPS18
chr15,40907022,40929340,0.024104,DLL4
chr15,40907022,40952962,0.015563,CHAC1
chr15,40940008,40929340,0.016854,DLL4
chr15,40940827,40929340,0.039206,DLL4
chr15,40940827,40952962,0.023589,CHAC1
chr15,40942082,40894450,0.019453,VPS18
chr15,40942082,40929340,0.08101,DLL4
chr15,40942082,40952962,0.048694,CHAC1
chr15,40953249,40929340,0.025109,DLL4
chr15,41116152,39920266,0.016962,GPR176
chr15,41116152,39934115,0.016338,EIF2AK4
chr15,41116152,40161023,0.01748,BUB1B
chr15,41116152,40218500,0.018095,BUB1B-PAK6
chr15,41116152,40283064,0.015033,ANKRD63
chr15,41116152,40358219,0.017244,DISP2
chr15,41116152,40382721,0.017975,KNSTRN
chr15,41116152,40405485,0.01541,IVD
chr15,41116152,40439721,0.018799,BAHD1
chr15,41116152,40470984,0.01653,CHST14
chr15,41116152,40569299,0.015494,RPUSD2
chr15,41116152,40594020,0.015766,KNL1
chr15,41116152,40695107,0.0229,RAD51-AS1
chr15,41116152,40694774,0.0229,RAD51
chr15,41116152,40755851,0.016428,RMDN3
chr15,41116152,40764068,0.017426,GCHFR
chr15,41116152,40769980,0.017499,C15orf62
chr15,41116152,40807086,0.016678,ZFYVE19
chr15,41116152,40807478,0.016677,DNAJC17
chr15,41116152,40844018,0.021756,SPINT1
chr15,41116152,40874234,0.025239,RHOV
chr15,41116152,40894450,0.026703,VPS18
chr15,41116152,40929340,0.039876,DLL4
chr15,41116152,40952962,0.034654,CHAC1
chr15,41116152,41230757,0.055567,EXD1
chr15,41116152,41230839,0.055568,CHP1
chr15,41116152,41283990,0.033816,OIP5-AS1
chr15,41116152,41332591,0.028505,OIP5
chr15,41116152,41320794,0.028505,NUSAP1
chr15,41116152,41409403,0.025863,NDUFAF1
chr15,41116152,41408408,0.024343,RTF1
chr15,41116152,41493393,0.015846,ITPKA
chr15,41116152,41513887,0.016421,LTK
chr15,41116152,41544269,0.015778,RPAP1
chr15,41116152,41557675,0.016481,TYRO3
chr15,41116152,42491141,0.016374,ZNF106
chr15,41231123,40952962,0.01726,CHAC1
chr15,41231123,41116280,0.021629,INO80
chr15,41231123,41283990,0.034643,OIP5-AS1
chr15,41231123,41332591,0.023781,OIP5
chr15,41231123,41320794,0.023781,NUSAP1
chr15,41284090,40929340,0.017233,DLL4
chr15,41284090,40952962,0.018624,CHAC1
chr15,41284090,41116280,0.019546,INO80
chr15,41284090,41230757,0.051447,EXD1
chr15,41284090,41230839,0.051444,CHP1
chr15,41284090,41332591,0.061409,OIP5
chr15,41284090,41320794,0.061409,NUSAP1
chr15,41284090,41409403,0.026487,NDUFAF1
chr15,41284090,41408408,0.019032,RTF1
chr15,41291368,41283990,0.018997,OIP5-AS1
chr15,41332702,41230757,0.021756,EXD1
chr15,41332702,41230839,0.021755,CHP1
chr15,41332702,41283990,0.037832,OIP5-AS1
chr15,41332702,41409403,0.01781,NDUFAF1
chr15,41332702,41408408,0.016182,RTF1
chr15,41402535,41408408,0.039326,RTF1
chr15,41403203,41409403,0.021756,NDUFAF1
chr15,41417076,41409403,0.045691,NDUFAF1
chr15,41417967,41408408,0.049425,RTF1
chr15,41483224,41493393,0.025945,ITPKA
chr15,41490496,41493393,0.030974,ITPKA
chr15,41493731,41513887,0.022708,LTK
chr15,41495466,41493393,0.042637,ITPKA
chr15,41502124,41493393,0.06434,ITPKA
chr15,41502124,41513887,0.024112,LTK
chr15,41512301,41513887,0.015083,LTK
chr15,41515474,41513887,0.018907,LTK
chr15,41544117,41513887,0.021988,LTK
chr15,41544117,41557675,0.030807,TYRO3
chr15,41558366,41544269,0.031344,RPAP1
chr15,41621883,41557675,0.015409,TYRO3
chr15,41621883,41621134,0.021435,MGA
chr15,41660557,41408408,0.015035,RTF1
chr15,41660557,41493393,0.016045,ITPKA
chr15,41660557,41513887,0.019687,LTK
chr15,41660557,41544269,0.029641,RPAP1
chr15,41660557,41557675,0.030804,TYRO3
chr15,41660557,41774434,0.019214,MAPKBP1
chr15,41660557,41828095,0.015731,JMJD7-PLA2G4B
chr15,41660557,41828092,0.015731,JMJD7
chr15,41661770,41513887,0.015842,LTK
chr15,41661770,41544269,0.023853,RPAP1
chr15,41661770,41557675,0.024789,TYRO3
chr15,41661770,41621134,0.168212,MGA
chr15,41661770,41774434,0.015461,MAPKBP1
chr15,41772916,41774434,0.038365,MAPKBP1
chr15,41774450,41408408,0.016433,RTF1
chr15,41774450,41493393,0.018555,ITPKA
chr15,41774450,41513887,0.019676,LTK
chr15,41774450,41544269,0.026229,RPAP1
chr15,41774450,41557675,0.029073,TYRO3
chr15,41774450,41621134,0.018989,MGA
chr15,41774450,41828095,0.049636,JMJD7-PLA2G4B
chr15,41774450,41828092,0.049636,JMJD7
chr15,41774450,41894053,0.025644,SPTBN5
chr15,41774450,41972557,0.016704,EHD4
chr15,41774450,41972763,0.016704,PLA2G4E-AS1
