chr,center,TSS,score,gene
chr20,2664232,2652593,0.110791,NOP56
chr20,2664232,2814987,0.016336,C20orf141
chr20,2664232,2840703,0.020479,VPS16
chr20,2664232,2841190,0.020479,PCED1A
chr20,2814889,2652593,0.017946,NOP56
chr20,2814889,2664219,0.019043,IDH3B
chr20,2814889,2840703,0.074652,VPS16
chr20,2814889,2841190,0.074652,PCED1A
chr20,2814889,3046052,0.022084,MRPS26
chr20,2840939,2652593,0.01634,NOP56
chr20,2840939,2664219,0.015154,IDH3B
chr20,2840939,2814987,0.047388,C20orf141
chr20,2840939,3046052,0.018441,MRPS26
chr20,3045738,3159865,0.016781,FASTKD5
chr20,3045738,3160196,0.016781,UBOX5
chr20,3045738,3173549,0.018527,LZTS3
chr20,3123750,3159865,0.01861,FASTKD5
chr20,3123750,3160196,0.01861,UBOX5
chr20,3123750,3173549,0.018069,LZTS3
chr20,3159907,3046052,0.019474,MRPS26
chr20,3159907,3173549,0.110076,LZTS3
chr20,3159907,3204685,0.033956,DDRGK1
chr20,3159907,3208868,0.031926,ITPA
chr20,3173604,3159865,0.043185,FASTKD5
chr20,3173604,3160196,0.043185,UBOX5
chr20,3173604,3204685,0.015918,DDRGK1
chr20,3204460,3159865,0.02982,FASTKD5
chr20,3204460,3160196,0.02982,UBOX5
chr20,3204460,3173549,0.035632,LZTS3
chr20,3204460,3208868,0.151227,ITPA
chr20,3209359,3204685,0.068809,DDRGK1
chr20,3407380,3471018,0.030916,ATRN
chr20,3461524,3471018,0.020096,ATRN
chr20,3687121,3712600,0.032045,SIGLEC1
chr20,3727666,3712600,0.015128,SIGLEC1
chr20,3767869,3712600,0.034288,SIGLEC1
chr20,3767869,3781448,0.056761,SPEF1
chr20,3767869,3786740,0.033322,CENPB
chr20,3767869,3786772,0.02138,CDC25B
chr20,3767869,3820524,0.020579,AP5S1
chr20,3767869,3846799,0.026481,MAVS
chr20,3767869,3888839,0.015537,PANK2
chr20,3767869,4015558,0.015972,RNF24
chr20,3768872,3767781,0.040186,C20orf27
chr20,3781479,3767781,0.024702,C20orf27
chr20,3781479,3786740,0.047486,CENPB
chr20,3786554,3712600,0.018064,SIGLEC1
chr20,3786554,3767781,0.02347,C20orf27
chr20,3786554,3781448,0.076852,SPEF1
chr20,3786554,3786772,0.025472,CDC25B
chr20,3786554,3808357,0.017572,LINC01730
chr20,3786554,3820524,0.019889,AP5S1
chr20,3786554,3846799,0.0194,MAVS
chr20,3795988,3712600,0.025537,SIGLEC1
chr20,3795988,3767781,0.043756,C20orf27
chr20,3795988,3781448,0.05901,SPEF1
chr20,3795988,3786740,0.074011,CENPB
chr20,3795988,3808357,0.075326,LINC01730
chr20,3795988,3820524,0.052012,AP5S1
chr20,3795988,3846799,0.04738,MAVS
chr20,3795988,3888839,0.02836,PANK2
chr20,3795988,4015558,0.017663,RNF24
chr20,3795988,4120980,0.015771,SMOX
chr20,3799366,3781448,0.018291,SPEF1
chr20,3799366,3786740,0.020431,CENPB
chr20,3799366,3786772,0.052582,CDC25B
chr20,3799366,3808357,0.051041,LINC01730
chr20,3799366,3820524,0.015534,AP5S1
chr20,3807565,3046052,0.015459,MRPS26
chr20,3807565,3159865,0.016219,FASTKD5
chr20,3807565,3160196,0.016219,UBOX5
chr20,3807565,3173549,0.016706,LZTS3
chr20,3807565,3204685,0.015856,DDRGK1
chr20,3807565,3208868,0.015818,ITPA
chr20,3807565,3471018,0.016892,ATRN
chr20,3807565,3712600,0.030155,SIGLEC1
chr20,3807565,3767781,0.045118,C20orf27
chr20,3807565,3781448,0.053781,SPEF1
chr20,3807565,3786740,0.08417,CENPB
chr20,3807565,3786772,0.124181,CDC25B
chr20,3807565,3808357,0.187817,LINC01730
chr20,3807565,3820524,0.065062,AP5S1
chr20,3807565,3846799,0.056899,MAVS
chr20,3807565,3888839,0.037024,PANK2
chr20,3807565,4015558,0.026136,RNF24
chr20,3807565,4120980,0.022252,SMOX
chr20,3807565,4192932,0.023951,LINC01433
chr20,3807565,4249287,0.018413,ADRA1D
chr20,3808382,3712600,0.026446,SIGLEC1
chr20,3808382,3767781,0.039572,C20orf27
chr20,3808382,3781448,0.047172,SPEF1
chr20,3808382,3786740,0.07383,CENPB
chr20,3808382,3786772,0.108941,CDC25B
chr20,3808382,3820524,0.057042,AP5S1
chr20,3808382,3846799,0.049896,MAVS
chr20,3808382,3888839,0.032469,PANK2
chr20,3808382,4015558,0.022921,RNF24
chr20,3808382,4120980,0.019515,SMOX
chr20,3808382,4192932,0.021005,LINC01433
chr20,3808382,4249287,0.016149,ADRA1D
chr20,3811612,3046052,0.01652,MRPS26
chr20,3811612,3173549,0.020123,LZTS3
chr20,3811612,3204685,0.017227,DDRGK1
chr20,3811612,3208868,0.018328,ITPA
chr20,3811612,3471018,0.016501,ATRN
chr20,3811612,3712600,0.036078,SIGLEC1
chr20,3811612,3767781,0.045796,C20orf27
chr20,3811612,3781448,0.066879,SPEF1
chr20,3811612,3786740,0.08186,CENPB
chr20,3811612,3786772,0.098268,CDC25B
chr20,3811612,3808357,0.150673,LINC01730
chr20,3811612,3820524,0.101585,AP5S1
chr20,3811612,3846799,0.061682,MAVS
chr20,3811612,3888839,0.036254,PANK2
chr20,3811612,4015558,0.026315,RNF24
chr20,3811612,4120980,0.020764,SMOX
chr20,3811612,4192932,0.02507,LINC01433
chr20,3811612,4249287,0.016713,ADRA1D
chr20,3811612,4823608,0.015533,RASSF2
chr20,3820422,2296001,0.017066,TGM3
chr20,3820422,2470853,0.016383,SNRPB
chr20,3820422,2524702,0.016145,ZNF343
chr20,3820422,2652593,0.017143,NOP56
chr20,3820422,2664219,0.01811,IDH3B
chr20,3820422,2814987,0.020986,C20orf141
chr20,3820422,2840703,0.029543,VPS16
chr20,3820422,2841190,0.029543,PCED1A
chr20,3820422,3046052,0.027368,MRPS26
chr20,3820422,3159865,0.031486,FASTKD5
chr20,3820422,3160196,0.031486,UBOX5
chr20,3820422,3173549,0.02806,LZTS3
chr20,3820422,3204685,0.02783,DDRGK1
chr20,3820422,3208868,0.026526,ITPA
chr20,3820422,3471018,0.026927,ATRN
chr20,3820422,3712600,0.057146,SIGLEC1
chr20,3820422,3767781,0.078458,C20orf27
chr20,3820422,3781448,0.09406,SPEF1
chr20,3820422,3786740,0.107648,CENPB
chr20,3820422,3786772,0.096897,CDC25B
chr20,3820422,3808357,0.073474,LINC01730
chr20,3820422,3846799,0.150337,MAVS
chr20,3820422,3888839,0.061304,PANK2
chr20,3820422,4015558,0.035789,RNF24
chr20,3820422,4120980,0.039873,SMOX
chr20,3820422,4192932,0.029127,LINC01433
chr20,3820422,4249287,0.024372,ADRA1D
chr20,3820422,4686350,0.028255,PRNP
chr20,3820422,4823608,0.022772,RASSF2
chr20,3820422,5526709,0.018204,LINC00654
chr20,3846928,3767781,0.016914,C20orf27
chr20,3846928,3781448,0.016106,SPEF1
chr20,3846928,3786740,0.017592,CENPB
chr20,3846928,3820524,0.025186,AP5S1
chr20,3846928,3888839,0.018916,PANK2
chr20,3889005,2840703,0.015178,VPS16
chr20,3889005,2841190,0.015178,PCED1A
chr20,3889005,3046052,0.015273,MRPS26
chr20,3889005,3173549,0.015158,LZTS3
chr20,3889005,3204685,0.015233,DDRGK1
chr20,3889005,3208868,0.018677,ITPA
chr20,3889005,3471018,0.01638,ATRN
chr20,3889005,3712600,0.033048,SIGLEC1
chr20,3889005,3767781,0.029484,C20orf27
chr20,3889005,3781448,0.032964,SPEF1
chr20,3889005,3786740,0.036673,CENPB
chr20,3889005,3786772,0.026299,CDC25B
chr20,3889005,3808357,0.020819,LINC01730
chr20,3889005,3820524,0.030515,AP5S1
chr20,3889005,3846799,0.056205,MAVS
chr20,3889005,4015558,0.04024,RNF24
chr20,3889005,4120980,0.028503,SMOX
chr20,3889005,4192932,0.026069,LINC01433
chr20,3889005,4249287,0.020249,ADRA1D
chr20,3889005,4686350,0.016166,PRNP
chr20,4018595,4015558,0.050323,RNF24
chr20,4026398,4015558,0.095291,RNF24
chr20,4026398,4120980,0.015089,SMOX
chr20,4026398,4192932,0.017216,LINC01433
chr20,4102535,4015558,0.017322,RNF24
chr20,4102535,4120980,0.028151,SMOX
chr20,4102535,4192932,0.028535,LINC01433
chr20,4102535,4249287,0.016175,ADRA1D
chr20,4119847,4120980,0.024175,SMOX
chr20,4135728,4120980,0.038717,SMOX
chr20,4216127,4192932,0.028533,LINC01433
chr20,4216127,4249287,0.022164,ADRA1D
chr20,4225865,4192932,0.02692,LINC01433
chr20,4225865,4249287,0.042806,ADRA1D
chr20,4234365,4249287,0.022304,ADRA1D
chr20,4249720,4249287,0.020941,ADRA1D
chr20,4444722,4249287,0.015199,ADRA1D
chr20,4613924,4686350,0.018462,PRNP
chr20,4633835,4249287,0.022955,ADRA1D
chr20,4633835,4686350,0.045378,PRNP
chr20,4691933,4686350,0.032028,PRNP
chr20,4824346,4823608,0.114653,RASSF2
chr20,5066150,4823608,0.015554,RASSF2
chr20,5066150,5113103,0.022862,TMEM230
chr20,5112946,4686350,0.017246,PRNP
chr20,5112946,4823608,0.020539,RASSF2
chr20,5112946,5126626,0.049403,PCNA
chr20,5112946,5126879,0.049405,CDS2
chr20,5112946,5526709,0.017996,LINC00654
chr20,5119781,4192932,0.016799,LINC01433
chr20,5119781,4686350,0.022018,PRNP
chr20,5119781,4823608,0.025687,RASSF2
chr20,5119781,5113103,0.113467,TMEM230
chr20,5119781,5126626,0.222593,PCNA
chr20,5119781,5126879,0.222612,CDS2
chr20,5119781,5526709,0.027573,LINC00654
chr20,5119781,5611006,0.016598,GPCPD1
chr20,5119781,5950558,0.021308,TRMT6
chr20,5119781,5950652,0.021308,MCM8
chr20,5119781,6005821,0.021102,MCM8-AS1
chr20,5119781,6006093,0.021103,CRLS1
chr20,5119781,6123214,0.018172,FERMT1
chr20,5119781,6767686,0.015443,BMP2
chr20,5126604,4686350,0.021387,PRNP
chr20,5126604,4823608,0.02807,RASSF2
chr20,5126604,5113103,0.087312,TMEM230
chr20,5126604,5526709,0.022535,LINC00654
chr20,5126604,5611006,0.015398,GPCPD1
chr20,5126604,5950558,0.018488,TRMT6
chr20,5126604,5950652,0.018489,MCM8
chr20,5126604,6123214,0.016903,FERMT1
chr20,5135809,5126626,0.020313,PCNA
chr20,5135809,5126879,0.020311,CDS2
chr20,5531914,5526709,0.016645,LINC00654
chr20,5610471,5526709,0.035055,LINC00654
chr20,5610471,5950558,0.035434,TRMT6
chr20,5610471,5950652,0.035434,MCM8
chr20,5610471,6005821,0.034011,MCM8-AS1
chr20,5610471,6006093,0.034012,CRLS1
chr20,5610471,6123214,0.019278,FERMT1
chr20,5610471,6767686,0.022171,BMP2
chr20,5750609,5611006,0.026485,GPCPD1
chr20,5750609,5950558,0.015782,TRMT6
chr20,5750609,5950652,0.015782,MCM8
chr20,5950604,6005821,0.023507,MCM8-AS1
chr20,5950604,6006093,0.023507,CRLS1
chr20,6005946,5526709,0.018852,LINC00654
chr20,6005946,5611006,0.01667,GPCPD1
chr20,6005946,5950558,0.040206,TRMT6
chr20,6005946,5950652,0.040206,MCM8
chr20,6005946,6123214,0.025131,FERMT1
chr20,6008420,6005821,0.066531,MCM8-AS1
chr20,6008420,6006093,0.066532,CRLS1
chr20,6704395,6767686,0.01621,BMP2
chr20,7859276,6767686,0.016751,BMP2
chr20,8019651,6767686,0.021713,BMP2
chr20,8019651,8077251,0.039309,PLCB1
chr20,8083188,8077251,0.015475,PLCB1
chr20,9067716,8019805,0.017978,TMX4
chr20,9067716,8077251,0.02548,PLCB1
chr20,9067716,9514358,0.024071,LAMP5
chr20,9067716,9514998,0.024069,LAMP5-AS1
chr20,9409176,9514358,0.034807,LAMP5
chr20,9409176,9514998,0.034805,LAMP5-AS1
chr20,9458393,9514358,0.019621,LAMP5
chr20,9458393,9514998,0.019621,LAMP5-AS1
chr20,9460722,9514358,0.042424,LAMP5
chr20,9460722,9514998,0.042422,LAMP5-AS1
chr20,10434770,8019805,0.017321,TMX4
chr20,10434770,8077251,0.024901,PLCB1
chr20,10434770,9514358,0.040932,LAMP5
chr20,10434770,9514998,0.040929,LAMP5-AS1
chr20,10434770,10673999,0.069079,JAG1
chr20,10434770,11890723,0.038655,BTBD3
chr20,10434770,13008972,0.025983,SPTLC3
chr20,10434770,13221274,0.024101,ISM1
chr20,10434770,13638932,0.017914,TASP1
chr20,10434770,14554384,0.017582,MACROD2-IT1
chr20,10511925,10434222,0.021592,MKKS
chr20,10511925,10435305,0.019676,SLX4IP
chr20,10511925,10673999,0.017956,JAG1
chr20,10582018,10673999,0.017288,JAG1
chr20,10594529,10673999,0.019783,JAG1
chr20,10594529,11890723,0.016069,BTBD3
chr20,10604393,9514358,0.024148,LAMP5
chr20,10604393,9514998,0.024156,LAMP5-AS1
chr20,10604393,10434222,0.024632,MKKS
chr20,10604393,10435305,0.024569,SLX4IP
chr20,10604393,10673999,0.044983,JAG1
chr20,10604393,11890723,0.019384,BTBD3
chr20,10604393,13221274,0.017736,ISM1
chr20,10649980,10673999,0.022228,JAG1
chr20,10653986,10673999,0.018484,JAG1
chr20,10671772,10673999,0.030043,JAG1
chr20,10674249,10434222,0.019031,MKKS
chr20,10674249,10435305,0.019022,SLX4IP
chr20,11807405,11890723,0.028999,BTBD3
chr20,11891484,11890723,0.018498,BTBD3
chr20,11901306,11890723,0.01511,BTBD3
chr20,11919219,11890723,0.01883,BTBD3
chr20,13007036,13008972,0.016017,SPTLC3
chr20,13009823,13008972,0.044472,SPTLC3
chr20,13022847,13008972,0.016814,SPTLC3
chr20,13030037,11890723,0.020954,BTBD3
chr20,13030037,13008972,0.141482,SPTLC3
chr20,13030037,13221274,0.043698,ISM1
chr20,13030037,13638932,0.019713,TASP1
chr20,13030037,13784919,0.02763,ESF1
chr20,13030037,13785007,0.02763,NDUFAF5
chr20,13030037,14337614,0.018998,FLRT3
chr20,13638800,13008972,0.016801,SPTLC3
chr20,13638800,13221274,0.032608,ISM1
chr20,13638800,13784919,0.029449,ESF1
chr20,13638800,13785007,0.029449,NDUFAF5
chr20,13736784,13221274,0.018611,ISM1
chr20,13736784,13638932,0.024929,TASP1
chr20,13736784,13784919,0.025044,ESF1
chr20,13736784,13785007,0.025045,NDUFAF5
chr20,13785232,13008972,0.024812,SPTLC3
chr20,13785232,13221274,0.047047,ISM1
chr20,13785232,13638932,0.039492,TASP1
chr20,13785232,14337614,0.020727,FLRT3
chr20,13785232,14554384,0.017568,MACROD2-IT1
chr20,13800901,13784919,0.020893,ESF1
chr20,13800901,13785007,0.020892,NDUFAF5
chr20,14337670,13221274,0.016743,ISM1
chr20,14337670,14554384,0.029554,MACROD2-IT1
chr20,14554175,13221274,0.022221,ISM1
chr20,14554175,13638932,0.015819,TASP1
chr20,14554175,13784919,0.015226,ESF1
chr20,14554175,13785007,0.015226,NDUFAF5
chr20,14554175,14337614,0.043823,FLRT3
chr20,14554175,16573448,0.016424,KIF16B
chr20,14561787,14554384,0.020116,MACROD2-IT1
chr20,14566522,14337614,0.024686,FLRT3
chr20,14566522,14554384,0.097251,MACROD2-IT1
chr20,14568451,14554384,0.017802,MACROD2-IT1
chr20,16528261,16573448,0.019945,KIF16B
chr20,16575134,16573448,0.031237,KIF16B
chr20,16730074,16573448,0.035702,KIF16B
chr20,17543444,16573448,0.016383,KIF16B
chr20,17543444,17569220,0.075736,BFSP1
chr20,17543444,17570075,0.062113,DSTN
chr20,17543444,17682295,0.021451,RRBP1
chr20,17543444,17969018,0.015298,MGME1
chr20,17543444,17968980,0.015298,SNX5
chr20,17557829,17569220,0.047639,BFSP1
chr20,17557829,17570075,0.02139,DSTN
chr20,17558719,16573448,0.024346,KIF16B
chr20,17558719,16729961,0.020599,SNRPB2
chr20,17558719,17570075,0.101715,DSTN
chr20,17558719,17682295,0.023164,RRBP1
chr20,17558719,17969018,0.015717,MGME1
chr20,17558719,17968980,0.015717,SNX5
chr20,17558719,18137863,0.020896,PET117
chr20,17558719,18288283,0.018659,ZNF133
chr20,17558719,18567347,0.016387,SMIM26
chr20,17563098,17569220,0.139597,BFSP1
chr20,17563098,17570075,0.07392,DSTN
chr20,17563098,17682295,0.019918,RRBP1
chr20,17569210,16729961,0.015991,SNRPB2
chr20,17569210,17569220,0.078464,BFSP1
chr20,17569210,17570075,0.106261,DSTN
chr20,17569210,17682295,0.016444,RRBP1
chr20,17569982,17569220,0.051828,BFSP1
chr20,17569982,17682295,0.018277,RRBP1
chr20,17662621,17570075,0.017187,DSTN
chr20,17662621,17682295,0.043506,RRBP1
chr20,17680352,17682295,0.060063,RRBP1
chr20,17682536,16573448,0.015631,KIF16B
chr20,17682536,17570075,0.020019,DSTN
chr20,17682536,17969018,0.021354,MGME1
chr20,17682536,17968980,0.021354,SNX5
chr20,17682536,18137863,0.017151,PET117
chr20,17682536,18288283,0.016227,ZNF133
chr20,17843546,17682295,0.017452,RRBP1
chr20,17850334,16573448,0.018674,KIF16B
chr20,17850334,16729961,0.016553,SNRPB2
chr20,17850334,17570075,0.020294,DSTN
chr20,17850334,17682295,0.058495,RRBP1
chr20,17850334,17969018,0.021357,MGME1
chr20,17850334,17968980,0.021357,SNX5
chr20,17850334,18137863,0.021916,PET117
chr20,17850334,18288283,0.019341,ZNF133
chr20,17850334,18567347,0.019468,SMIM26
chr20,17850334,18587942,0.018401,DTD1
chr20,17959814,17969018,0.03492,MGME1
chr20,17959814,17968980,0.034922,SNX5
chr20,17967718,17969018,0.022738,MGME1
chr20,17967718,17968980,0.022738,SNX5
chr20,17968798,14337614,0.015527,FLRT3
chr20,17968798,16573448,0.034948,KIF16B
chr20,17968798,16729961,0.0344,SNRPB2
chr20,17968798,17569220,0.034057,BFSP1
chr20,17968798,17570075,0.049365,DSTN
chr20,17968798,17682295,0.082903,RRBP1
chr20,17968798,18137863,0.071329,PET117
chr20,17968798,18288283,0.059314,ZNF133
chr20,17968798,18467281,0.03663,DZANK1
chr20,17968798,18466878,0.03663,POLR3F
chr20,17968798,18497225,0.033023,RBBP9
chr20,17968798,18507520,0.029661,SEC23B
chr20,17968798,18567347,0.034159,SMIM26
chr20,17968798,18587942,0.043586,DTD1
chr20,17968798,18794579,0.028737,LINC00652
chr20,17968798,20017310,0.016363,NAA20
chr20,17968798,20056046,0.018784,CRNKL1
chr20,18137945,18288283,0.024267,ZNF133
chr20,18288351,18137863,0.046814,PET117
chr20,18288351,18467281,0.024239,DZANK1
chr20,18288351,18466878,0.024239,POLR3F
chr20,18288351,18497225,0.019716,RBBP9
chr20,18288351,18507520,0.016637,SEC23B
chr20,18288351,18567347,0.019116,SMIM26
chr20,18288351,18587942,0.02006,DTD1
chr20,18288351,18794579,0.015195,LINC00652
chr20,18467253,18137863,0.022908,PET117
chr20,18467253,18288283,0.029979,ZNF133
chr20,18467253,18497225,0.091487,RBBP9
chr20,18467253,18507520,0.054646,SEC23B
chr20,18467253,18567347,0.040454,SMIM26
chr20,18467253,18587942,0.038329,DTD1
chr20,18467253,18794579,0.020429,LINC00652
chr20,18497231,18467281,0.020519,DZANK1
