chr,center,TSS,score,gene
chr18,3211907,3219968,0.043501,MYOM1
chr18,3246192,3247481,0.029145,MYL12A
chr18,3247532,2571509,0.023071,METTL4
chr18,3247532,2571557,0.023071,NDC80
chr18,3247532,2655395,0.037922,CBX3P2
chr18,3247532,2655726,0.037921,SMCHD1
chr18,3247532,3013144,0.059424,LPIN2
chr18,3247532,3219968,0.099802,MYOM1
chr18,3247532,3261479,0.114001,MYL12B
chr18,3247532,3411608,0.026223,TGIF1
chr18,3247532,3593732,0.026798,DLGAP1-AS1
chr18,3247532,3603000,0.038669,DLGAP1-AS2
chr18,3262095,3013144,0.019548,LPIN2
chr18,3262095,3219968,0.02491,MYOM1
chr18,3262095,3247481,0.051912,MYL12A
chr18,3262095,3593732,0.022415,DLGAP1-AS1
chr18,3262095,3603000,0.020434,DLGAP1-AS2
chr18,3297135,2571509,0.015838,METTL4
chr18,3297135,2571557,0.015838,NDC80
chr18,3297135,2655395,0.017271,CBX3P2
chr18,3297135,2655726,0.017271,SMCHD1
chr18,3297135,3013144,0.021315,LPIN2
chr18,3297135,3219968,0.021909,MYOM1
chr18,3297135,3247481,0.034232,MYL12A
chr18,3297135,3261479,0.042635,MYL12B
chr18,3297135,3411608,0.040068,TGIF1
chr18,3297135,3593732,0.03986,DLGAP1-AS1
chr18,3297135,3603000,0.043034,DLGAP1-AS2
chr18,3445028,3411608,0.024458,TGIF1
chr18,3447886,2571509,0.016016,METTL4
chr18,3447886,2571557,0.016016,NDC80
chr18,3447886,2655395,0.018234,CBX3P2
chr18,3447886,2655726,0.018234,SMCHD1
chr18,3447886,3013144,0.020447,LPIN2
chr18,3447886,3219968,0.029223,MYOM1
chr18,3447886,3247481,0.034265,MYL12A
chr18,3447886,3261479,0.041594,MYL12B
chr18,3447886,3411608,0.21268,TGIF1
chr18,3447886,3593732,0.056862,DLGAP1-AS1
chr18,3447886,3603000,0.060888,DLGAP1-AS2
chr18,3449893,2571509,0.018967,METTL4
chr18,3449893,2571557,0.018967,NDC80
chr18,3449893,2655395,0.021594,CBX3P2
chr18,3449893,2655726,0.021594,SMCHD1
chr18,3449893,3013144,0.024216,LPIN2
chr18,3449893,3219968,0.034609,MYOM1
chr18,3449893,3247481,0.040581,MYL12A
chr18,3449893,3261479,0.049262,MYL12B
chr18,3449893,3593732,0.067338,DLGAP1-AS1
chr18,3449893,3603000,0.072105,DLGAP1-AS2
chr18,3451747,3411608,0.025758,TGIF1
chr18,3526508,2655395,0.016274,CBX3P2
chr18,3526508,2655726,0.016274,SMCHD1
chr18,3526508,3219968,0.022738,MYOM1
chr18,3526508,3261479,0.024003,MYL12B
chr18,3526508,3411608,0.018539,TGIF1
chr18,3526508,3593732,0.04133,DLGAP1-AS1
chr18,3526508,3603000,0.032549,DLGAP1-AS2
chr18,3585996,3593732,0.032962,DLGAP1-AS1
chr18,3593947,2571509,0.017051,METTL4
chr18,3593947,2571557,0.017051,NDC80
chr18,3593947,2655395,0.022577,CBX3P2
chr18,3593947,2655726,0.022577,SMCHD1
chr18,3593947,3013144,0.019003,LPIN2
chr18,3593947,3219968,0.026315,MYOM1
chr18,3593947,3247481,0.027737,MYL12A
chr18,3593947,3261479,0.050949,MYL12B
chr18,3593947,3411608,0.045039,TGIF1
chr18,3593947,3603000,0.126399,DLGAP1-AS2
chr18,3603786,3593732,0.025496,DLGAP1-AS1
chr18,3605185,3603000,0.022596,DLGAP1-AS2
chr18,3666135,3593732,0.015186,DLGAP1-AS1
chr18,3666135,3603000,0.019652,DLGAP1-AS2
chr18,5196738,5238598,0.040264,LINC00526
chr18,5196738,5237826,0.040265,LINC00667
chr18,5196738,5297053,0.024557,ZBTB14
chr18,5196738,5895955,0.016802,TMEM200C
chr18,5198518,5197503,0.058426,AKAIN1
chr18,5237808,1408344,0.018765,LINC00470
chr18,5237808,3013144,0.016723,LPIN2
chr18,5237808,5197503,0.059789,AKAIN1
chr18,5237808,5297053,0.07015,ZBTB14
chr18,5237808,5630700,0.017993,EPB41L3
chr18,5237808,5895955,0.022715,TMEM200C
chr18,5285347,5297053,0.019836,ZBTB14
chr18,5295876,2655395,0.015728,CBX3P2
chr18,5295876,2655726,0.01573,SMCHD1
chr18,5295876,3219968,0.015788,MYOM1
chr18,5295876,3247481,0.01513,MYL12A
chr18,5295876,3593732,0.015077,DLGAP1-AS1
chr18,5295876,3603000,0.015371,DLGAP1-AS2
chr18,5295876,5197503,0.047078,AKAIN1
chr18,5295876,5238598,0.090561,LINC00526
chr18,5295876,5237826,0.090561,LINC00667
chr18,5295876,5630700,0.027575,EPB41L3
chr18,5295876,5895955,0.030214,TMEM200C
chr18,5295876,7117797,0.018903,LAMA1
chr18,5515026,5197503,0.035274,AKAIN1
chr18,5515026,5238598,0.028313,LINC00526
chr18,5515026,5237826,0.028313,LINC00667
chr18,5515026,5297053,0.02737,ZBTB14
chr18,5515026,5630700,0.122876,EPB41L3
chr18,5515026,5895955,0.034933,TMEM200C
chr18,5515026,7117797,0.019943,LAMA1
chr18,5524907,5630700,0.037988,EPB41L3
chr18,5538691,5630700,0.030831,EPB41L3
chr18,5540600,5630700,0.137953,EPB41L3
chr18,5546859,5630700,0.01641,EPB41L3
chr18,5891030,5895955,0.02906,TMEM200C
chr18,6729558,5895955,0.016107,TMEM200C
chr18,6729558,7117797,0.018116,LAMA1
chr18,7115110,7117797,0.033577,LAMA1
chr18,7116321,7117797,0.054367,LAMA1
chr18,7147593,7117797,0.019158,LAMA1
chr18,8615571,8609437,0.084029,RAB12
chr18,8615571,8707699,0.016404,GACAT2
chr18,8615571,8705556,0.01957,MTCL1
chr18,8685502,7117797,0.016709,LAMA1
chr18,8685502,7566782,0.022017,PTPRM
chr18,8685502,8609437,0.027712,RAB12
chr18,8685502,8707699,0.076366,GACAT2
chr18,8685502,8705556,0.061504,MTCL1
chr18,8685502,9102630,0.019767,NDUFV2
chr18,8685502,9136645,0.027173,NDUFV2-AS1
chr18,8685502,9136228,0.027173,ANKRD12
chr18,8685502,9334767,0.021887,TWSG1
chr18,8685502,9475009,0.021408,RALBP1
chr18,8685502,9615240,0.015215,PPP4R1
chr18,8685502,9615264,0.015215,PPP4R1-AS1
chr18,8705446,8707699,0.147298,GACAT2
chr18,8705446,8705556,0.095222,MTCL1
chr18,8707466,8705556,0.041028,MTCL1
chr18,8712504,8707699,0.021748,GACAT2
chr18,8712504,8705556,0.024149,MTCL1
chr18,8717507,8707699,0.01917,GACAT2
chr18,8766399,8609437,0.017456,RAB12
chr18,8766399,8707699,0.041338,GACAT2
chr18,8766399,8705556,0.047316,MTCL1
chr18,8912622,7117797,0.016079,LAMA1
chr18,8912622,7566782,0.01965,PTPRM
chr18,8912622,8609437,0.030091,RAB12
chr18,8912622,8707699,0.034268,GACAT2
chr18,8912622,8705556,0.043474,MTCL1
chr18,8912622,9102630,0.024528,NDUFV2
chr18,8912622,9136645,0.019919,NDUFV2-AS1
chr18,8912622,9136228,0.019919,ANKRD12
chr18,8912622,9334767,0.023652,TWSG1
chr18,8912622,9475009,0.01896,RALBP1
chr18,8912622,9615240,0.015701,PPP4R1
chr18,8912622,9615264,0.015701,PPP4R1-AS1
chr18,9102716,9136645,0.055847,NDUFV2-AS1
chr18,9102716,9136228,0.055847,ANKRD12
chr18,9102716,9334767,0.021529,TWSG1
chr18,9102716,9475009,0.01877,RALBP1
chr18,9113785,9102630,0.020214,NDUFV2
chr18,9136895,7566782,0.016575,PTPRM
chr18,9136895,8609437,0.02371,RAB12
chr18,9136895,8707699,0.025236,GACAT2
chr18,9136895,8705556,0.028743,MTCL1
chr18,9136895,9102630,0.118002,NDUFV2
chr18,9136895,9334767,0.044533,TWSG1
chr18,9136895,9475009,0.041409,RALBP1
chr18,9136895,9615240,0.02289,PPP4R1
chr18,9136895,9615264,0.02289,PPP4R1-AS1
chr18,9136895,9914016,0.020207,VAPA
chr18,9334624,9102630,0.015165,NDUFV2
chr18,9334624,9475009,0.02259,RALBP1
chr18,9433991,8609437,0.016375,RAB12
chr18,9433991,8707699,0.017052,GACAT2
chr18,9433991,8705556,0.015567,MTCL1
chr18,9433991,9102630,0.018199,NDUFV2
chr18,9433991,9136645,0.017311,NDUFV2-AS1
chr18,9433991,9136228,0.017311,ANKRD12
chr18,9433991,9334767,0.045659,TWSG1
chr18,9433991,9475009,0.045942,RALBP1
chr18,9475390,8609437,0.016195,RAB12
chr18,9475390,9102630,0.022753,NDUFV2
chr18,9475390,9136645,0.023758,NDUFV2-AS1
chr18,9475390,9136228,0.023758,ANKRD12
chr18,9475390,9334767,0.038877,TWSG1
chr18,9475390,9615240,0.020306,PPP4R1
chr18,9475390,9615264,0.020306,PPP4R1-AS1
chr18,9614633,8705556,0.01812,MTCL1
chr18,9614633,9102630,0.019802,NDUFV2
chr18,9614633,9136645,0.015476,NDUFV2-AS1
chr18,9614633,9136228,0.015476,ANKRD12
chr18,9614633,9334767,0.018004,TWSG1
chr18,9614633,9475009,0.023929,RALBP1
chr18,9614633,9914016,0.021505,VAPA
chr18,9614633,10454635,0.015078,APCDD1
chr18,9614633,10525905,0.018462,NAPG
chr18,9848775,8609437,0.016332,RAB12
chr18,9848775,8705556,0.017479,MTCL1
chr18,9848775,9102630,0.018847,NDUFV2
chr18,9848775,9136645,0.015771,NDUFV2-AS1
chr18,9848775,9136228,0.015771,ANKRD12
chr18,9848775,9334767,0.025871,TWSG1
chr18,9848775,9475009,0.022094,RALBP1
chr18,9848775,9615240,0.038555,PPP4R1
chr18,9848775,9615264,0.038555,PPP4R1-AS1
chr18,9848775,9914016,0.065342,VAPA
chr18,9848775,10454635,0.023291,APCDD1
chr18,9848775,10525905,0.0347,NAPG
chr18,9848775,11149569,0.020473,PIEZO2
chr18,9908048,9914016,0.018791,VAPA
chr18,9914340,8705556,0.015816,MTCL1
chr18,9914340,9102630,0.017996,NDUFV2
chr18,9914340,9136645,0.020463,NDUFV2-AS1
chr18,9914340,9136228,0.020463,ANKRD12
chr18,9914340,9334767,0.022426,TWSG1
chr18,9914340,9475009,0.017888,RALBP1
chr18,9914340,9615240,0.032211,PPP4R1
chr18,9914340,9615264,0.03221,PPP4R1-AS1
chr18,9914340,10454635,0.017702,APCDD1
chr18,9914340,10525905,0.026246,NAPG
chr18,9914340,11149569,0.015793,PIEZO2
chr18,9961104,10525905,0.015288,NAPG
chr18,10041232,8609437,0.017122,RAB12
chr18,10041232,8707699,0.015051,GACAT2
chr18,10041232,9102630,0.017192,NDUFV2
chr18,10041232,9334767,0.021953,TWSG1
chr18,10041232,9475009,0.020058,RALBP1
chr18,10041232,9615240,0.020861,PPP4R1
chr18,10041232,9615264,0.020861,PPP4R1-AS1
chr18,10041232,9914016,0.023468,VAPA
chr18,10041232,10454635,0.050854,APCDD1
chr18,10041232,10525905,0.054926,NAPG
chr18,10041232,11149569,0.030738,PIEZO2
chr18,10395017,10454635,0.049449,APCDD1
chr18,10395017,10525905,0.021756,NAPG
chr18,10395017,11149569,0.023063,PIEZO2
chr18,10454382,10525905,0.016341,NAPG
chr18,10520260,10525905,0.031119,NAPG
chr18,10529813,10525905,0.023842,NAPG
chr18,10954264,10454635,0.018123,APCDD1
chr18,10954264,10525905,0.022046,NAPG
chr18,10954264,11149569,0.048078,PIEZO2
chr18,10954264,14179097,0.01765,ANKRD20A5P
chr18,11045979,11149569,0.025873,PIEZO2
chr18,11154667,11149569,0.016978,PIEZO2
chr18,11689755,11689264,0.024232,GNAL
chr18,11702390,11689264,0.025793,GNAL
chr18,11733053,11689264,0.017358,GNAL
chr18,11741636,11689264,0.015539,GNAL
chr18,11743880,11689264,0.01793,GNAL
chr18,11762076,11689264,0.032567,GNAL
chr18,11844683,11851413,0.019937,CHMP1B
chr18,11850066,11851413,0.042561,CHMP1B
chr18,11851492,10454635,0.015662,APCDD1
chr18,11851492,11149569,0.019276,PIEZO2
chr18,11851492,11689264,0.0513,GNAL
chr18,11851492,11908366,0.063438,MPPE1
chr18,11851492,11981025,0.034498,IMPA2
chr18,11851492,12307669,0.025727,TUBB6
chr18,11851492,12407896,0.016602,PRELID3A
chr18,11851492,12658107,0.01624,SPIRE1
chr18,11851492,13217498,0.015033,LDLRAD4
chr18,11851492,14179097,0.021899,ANKRD20A5P
chr18,11857485,11851413,0.033205,CHMP1B
chr18,11908653,11689264,0.016363,GNAL
chr18,11908653,11851413,0.026818,CHMP1B
chr18,11908653,11981025,0.024,IMPA2
chr18,11947627,11981025,0.015286,IMPA2
chr18,11955679,11908366,0.017865,MPPE1
chr18,11955679,11981025,0.029384,IMPA2
chr18,11960923,11981025,0.018442,IMPA2
chr18,11976918,11908366,0.019273,MPPE1
chr18,11976918,11981025,0.062709,IMPA2
chr18,11981150,11149569,0.025913,PIEZO2
chr18,11981150,11689264,0.051382,GNAL
chr18,11981150,11851413,0.049513,CHMP1B
chr18,11981150,11908366,0.081481,MPPE1
chr18,11981150,12307669,0.037227,TUBB6
chr18,11981150,12377227,0.019084,AFG3L2
chr18,11981150,12407896,0.02012,PRELID3A
chr18,11981150,12658107,0.028612,SPIRE1
chr18,11981150,12702777,0.015273,CEP76
chr18,11981150,12658043,0.015273,PSMG2
chr18,11981150,12929643,0.017294,PTPN2
chr18,11981150,12947133,0.02063,SEH1L
chr18,11981150,12991362,0.019705,CEP192
chr18,11981150,13217498,0.021746,LDLRAD4
chr18,11981150,13726663,0.017608,FAM210A
chr18,11981150,13726660,0.017607,RNMT
chr18,11981150,14179097,0.031365,ANKRD20A5P
chr18,11983708,11981025,0.022304,IMPA2
chr18,11995365,11981025,0.02314,IMPA2
chr18,12233474,12307669,0.015657,TUBB6
chr18,12278904,12307669,0.041041,TUBB6
chr18,12313728,12307669,0.037076,TUBB6
chr18,12328190,12307669,0.021541,TUBB6
chr18,12376922,11149569,0.025331,PIEZO2
chr18,12376922,11689264,0.027776,GNAL
chr18,12376922,11851413,0.021254,CHMP1B
chr18,12376922,11908366,0.025717,MPPE1
chr18,12376922,11981025,0.025947,IMPA2
chr18,12376922,12307669,0.070624,TUBB6
chr18,12376922,12407896,0.126785,PRELID3A
chr18,12376922,12658107,0.122138,SPIRE1
chr18,12376922,12702777,0.090962,CEP76
chr18,12376922,12658043,0.090963,PSMG2
chr18,12376922,12929643,0.057205,PTPN2
chr18,12376922,12947133,0.059607,SEH1L
chr18,12376922,12991362,0.041342,CEP192
chr18,12376922,13217498,0.03948,LDLRAD4
chr18,12376922,13726663,0.02828,FAM210A
chr18,12376922,13726660,0.028279,RNMT
chr18,12376922,14132490,0.015895,ZNF519
chr18,12376922,14179097,0.046758,ANKRD20A5P
chr18,12378303,12377227,0.054368,AFG3L2
chr18,12378303,12407896,0.017174,PRELID3A
chr18,12378303,12658107,0.016548,SPIRE1
chr18,12408170,12307669,0.016517,TUBB6
chr18,12408170,12377227,0.03174,AFG3L2
chr18,12408170,12658107,0.05047,SPIRE1
chr18,12408170,12702777,0.022806,CEP76
chr18,12408170,12658043,0.022806,PSMG2
chr18,12408170,12947133,0.016371,SEH1L
chr18,12420594,12377227,0.01563,AFG3L2
chr18,12420594,12407896,0.058335,PRELID3A
chr18,12420594,12658107,0.028017,SPIRE1
chr18,12657850,12407896,0.024638,PRELID3A
chr18,12659969,12658107,0.017898,SPIRE1
chr18,12702630,12307669,0.027428,TUBB6
chr18,12702630,12377227,0.04484,AFG3L2
chr18,12702630,12407896,0.044908,PRELID3A
chr18,12702630,12658107,0.050567,SPIRE1
chr18,12702630,12929643,0.045228,PTPN2
chr18,12702630,12947133,0.056992,SEH1L
chr18,12702630,12991362,0.036862,CEP192
chr18,12702630,13217498,0.033085,LDLRAD4
chr18,12702630,13726663,0.021855,FAM210A
chr18,12702630,13726660,0.021855,RNMT
chr18,12702630,14179097,0.016758,ANKRD20A5P
chr18,12703862,12702777,0.030119,CEP76
chr18,12703862,12658043,0.030119,PSMG2
chr18,12862618,12929643,0.038863,PTPN2
chr18,12875989,12929643,0.038706,PTPN2
chr18,12883833,12307669,0.021397,TUBB6
chr18,12883833,12377227,0.021479,AFG3L2
chr18,12883833,12407896,0.018328,PRELID3A
chr18,12883833,12658107,0.024731,SPIRE1
chr18,12883833,12702777,0.034449,CEP76
chr18,12883833,12658043,0.034449,PSMG2
chr18,12883833,12947133,0.039565,SEH1L
chr18,12883833,12991362,0.026289,CEP192
chr18,12883833,13217498,0.02955,LDLRAD4
chr18,12883833,13726663,0.024936,FAM210A
chr18,12883833,13726660,0.024937,RNMT
chr18,12883833,14179097,0.031679,ANKRD20A5P
chr18,12947908,12307669,0.027335,TUBB6
chr18,12947908,12377227,0.031507,AFG3L2
chr18,12947908,12407896,0.034565,PRELID3A
chr18,12947908,12658107,0.036256,SPIRE1
chr18,12947908,12702777,0.06111,CEP76
chr18,12947908,12658043,0.06111,PSMG2
chr18,12947908,12929643,0.055697,PTPN2
chr18,12947908,12991362,0.08059,CEP192
chr18,12947908,13217498,0.038259,LDLRAD4
chr18,12947908,13726663,0.030238,FAM210A
chr18,12947908,13726660,0.030238,RNMT
chr18,12947908,14132490,0.01538,ZNF519
chr18,12947908,14179097,0.022211,ANKRD20A5P
chr18,12991211,12658107,0.017068,SPIRE1
chr18,12991211,12702777,0.019131,CEP76
chr18,12991211,12658043,0.019131,PSMG2
chr18,12991211,12929643,0.017912,PTPN2
chr18,12991211,12947133,0.039006,SEH1L
chr18,12991211,13217498,0.022381,LDLRAD4
chr18,12991211,13726663,0.024231,FAM210A
chr18,12991211,13726660,0.024231,RNMT
chr18,13003803,12991362,0.028699,CEP192
chr18,13112959,13217498,0.017346,LDLRAD4
chr18,13447479,13217498,0.033933,LDLRAD4
chr18,13447479,14179097,0.027986,ANKRD20A5P
chr18,13630209,13217498,0.016697,LDLRAD4
chr18,13726681,12991362,0.019787,CEP192
chr18,13726681,13217498,0.035368,LDLRAD4
chr18,13726681,14179097,0.016328,ANKRD20A5P
chr18,14132349,14179097,0.14512,ANKRD20A5P
chr18,14178964,14132490,0.016926,ZNF519
chr18,21046356,21111813,0.015893,ROCK1
chr18,21111730,21242232,0.05218,GREB1L
chr18,21111730,21600884,0.026267,ESCO1
chr18,21111730,21612314,0.031364,SNRPD1
chr18,21111730,21704780,0.029468,ABHD3
chr18,21111730,21704957,0.015578,MIB1
chr18,21111730,21831539,0.040169,MIR133A1HG
chr18,21111730,22169589,0.031466,GATA6
chr18,21111730,22798261,0.015018,RBBP8
chr18,21111730,23134564,0.01522,CABLES1
chr18,21263187,21242232,0.032591,GREB1L
chr18,21363782,21111813,0.02807,ROCK1
chr18,21363782,21242232,0.111391,GREB1L
chr18,21363782,21600884,0.026382,ESCO1
chr18,21363782,21612314,0.029025,SNRPD1
chr18,21363782,21704780,0.03016,ABHD3
chr18,21363782,21704957,0.017521,MIB1
chr18,21363782,21831539,0.03712,MIR133A1HG
chr18,21363782,22169589,0.045853,GATA6
chr18,21363782,22798261,0.018873,RBBP8
chr18,21363782,23134564,0.015943,CABLES1
chr18,21600554,21111813,0.033228,ROCK1
chr18,21600554,21242232,0.035659,GREB1L
chr18,21600554,21612314,0.264039,SNRPD1
chr18,21600554,21704780,0.082384,ABHD3
chr18,21600554,21704957,0.038856,MIB1
chr18,21600554,21831539,0.055277,MIR133A1HG
chr18,21600554,22169589,0.042639,GATA6
chr18,21600554,22798261,0.020183,RBBP8
chr18,21600554,23134564,0.017026,CABLES1
chr18,21600554,23437961,0.016651,TMEM241
chr18,21612580,21242232,0.015458,GREB1L
chr18,21612580,21600884,0.084191,ESCO1
chr18,21612580,21704780,0.030733,ABHD3
chr18,21612580,21704957,0.015128,MIB1
chr18,21612580,21831539,0.021999,MIR133A1HG
chr18,21612580,22169589,0.01672,GATA6
chr18,21704394,21242232,0.018133,GREB1L
chr18,21704394,21600884,0.021162,ESCO1
chr18,21704394,21612314,0.02476,SNRPD1
chr18,21704394,21704957,0.024005,MIB1
chr18,21704394,21831539,0.02174,MIR133A1HG
chr18,21741595,21111813,0.049855,ROCK1
chr18,21741595,21242232,0.090589,GREB1L
chr18,21741595,21600884,0.098303,ESCO1
chr18,21741595,21612314,0.120037,SNRPD1
chr18,21741595,21704780,0.236411,ABHD3
chr18,21741595,21831539,0.207436,MIR133A1HG
chr18,21741595,22169589,0.072012,GATA6
chr18,21741595,22798261,0.05651,RBBP8
chr18,21741595,23134564,0.048845,CABLES1
chr18,21741595,23437961,0.031442,TMEM241
chr18,21741595,23453287,0.024048,RIOK3
chr18,21741595,23586506,0.025655,NPC1
chr18,21741595,23992773,0.027097,TTC39C
chr18,21741595,24015339,0.024458,TTC39C-AS1
chr18,21741595,24138987,0.027587,CABYR
chr18,21741595,24397880,0.023934,OSBPL1A
chr18,21741595,24426634,0.031054,IMPACT
chr18,21741595,25352190,0.017561,ZNF521
chr18,21741595,26226445,0.018315,TAF4B
chr18,21760348,21111813,0.018778,ROCK1
chr18,21760348,21242232,0.035181,GREB1L
chr18,21760348,21600884,0.036847,ESCO1
chr18,21760348,21612314,0.046902,SNRPD1
chr18,21760348,21704780,0.066183,ABHD3
chr18,21760348,21704957,0.065348,MIB1
chr18,21760348,21831539,0.067788,MIR133A1HG
chr18,21760348,22169589,0.030635,GATA6
chr18,21760348,22798261,0.018428,RBBP8
chr18,21760348,23134564,0.018355,CABLES1
chr18,21761762,21242232,0.017229,GREB1L
chr18,21761762,21600884,0.018045,ESCO1
chr18,21761762,21612314,0.02297,SNRPD1
chr18,21761762,21704780,0.032414,ABHD3
chr18,21761762,21704957,0.032012,MIB1
chr18,21761762,21831539,0.033195,MIR133A1HG
chr18,21761762,22169589,0.015002,GATA6
chr18,21830684,21831539,0.051505,MIR133A1HG
chr18,22026558,22169589,0.021885,GATA6
chr18,22167317,22169589,0.037146,GATA6
chr18,22930279,22798261,0.015222,RBBP8
chr18,22933516,22169589,0.018599,GATA6
chr18,22933516,23134564,0.026989,CABLES1
chr18,22933516,23437961,0.017958,TMEM241
chr18,22999239,22798261,0.019846,RBBP8
chr18,23132012,23134564,0.03603,CABLES1
chr18,23135884,23134564,0.067603,CABLES1
chr18,23401790,22798261,0.015029,RBBP8
chr18,23401790,23134564,0.041347,CABLES1
chr18,23401790,23437961,0.029006,TMEM241
chr18,23401790,23453287,0.018402,RIOK3
chr18,23411793,23134564,0.017441,CABLES1
chr18,23411793,23437961,0.015589,TMEM241
chr18,23423119,23437961,0.01702,TMEM241
chr18,23433550,23437961,0.045226,TMEM241
chr18,23437653,23134564,0.017848,CABLES1
chr18,23437653,23453287,0.036835,RIOK3
chr18,23453287,22169589,0.017714,GATA6
chr18,23453287,22798261,0.036624,RBBP8
chr18,23453287,23134564,0.059531,CABLES1
chr18,23453287,23437961,0.164445,TMEM241
chr18,23453287,23586506,0.036021,NPC1
chr18,23453287,23992773,0.021183,TTC39C
