chr,center,TSS,score,gene
chr21,17819459,17612945,0.04886,BTG3
chr21,17819459,20998409,0.04978,NCAM2
chr21,17848826,17819386,0.022725,C21orf91
chr21,18986237,20998409,0.019199,NCAM2
chr21,21165463,20998409,0.02256,NCAM2
chr21,21200317,20998409,0.017261,NCAM2
chr21,22062815,20998409,0.034763,NCAM2
chr21,25562074,25607517,0.015114,MRPL39
chr21,25563650,25561810,0.032298,MIR155HG
chr21,25567521,25561810,0.033241,MIR155HG
chr21,25568519,25561810,0.02622,MIR155HG
chr21,25607888,25561810,0.040497,MIR155HG
chr21,25607888,25639258,0.051935,JAM2
chr21,25607888,25734570,0.028588,GABPA
chr21,25639483,20998409,0.017686,NCAM2
chr21,25639483,25561810,0.033506,MIR155HG
chr21,25639483,25607517,0.050782,MRPL39
chr21,25639483,25734570,0.017783,GABPA
chr21,25735335,20998409,0.091487,NCAM2
chr21,25735335,25561810,0.168833,MIR155HG
chr21,25735335,25607517,0.29471,MRPL39
chr21,25735335,25639258,0.179409,JAM2
chr21,25735335,26171128,0.077531,APP
chr21,25735335,26845409,0.045085,ADAMTS1
chr21,25735335,26967088,0.051687,ADAMTS5
chr21,25735335,28885371,0.035748,N6AMT1
chr21,25735335,28992956,0.019554,LTN1
chr21,25735335,29073797,0.017233,CCT8
chr21,25735335,29077471,0.017223,MAP3K7CL
chr21,25735335,30216097,0.016731,CLDN8
chr21,26167147,26171128,0.027877,APP
chr21,26169727,25561810,0.03778,MIR155HG
chr21,26169727,25607517,0.032839,MRPL39
chr21,26169727,25639258,0.030823,JAM2
chr21,26169727,25734570,0.023136,GABPA
chr21,26169727,26171128,0.369818,APP
chr21,26169727,26845409,0.022447,ADAMTS1
chr21,26169727,26967088,0.024173,ADAMTS5
chr21,26170640,25561810,0.017793,MIR155HG
chr21,26170640,25607517,0.015466,MRPL39
chr21,26835093,26845409,0.020757,ADAMTS1
chr21,26843210,25561810,0.018902,MIR155HG
chr21,26843210,26845409,0.207925,ADAMTS1
chr21,26843210,26967088,0.032834,ADAMTS5
chr21,26845417,26967088,0.02057,ADAMTS5
chr21,26846613,26845409,0.143875,ADAMTS1
chr21,26846613,26967088,0.022718,ADAMTS5
chr21,26964604,26967088,0.100028,ADAMTS5
chr21,26965926,26967088,0.104833,ADAMTS5
chr21,26966434,26967088,0.048077,ADAMTS5
chr21,28885312,28992956,0.019862,LTN1
chr21,28885312,29073797,0.015956,CCT8
chr21,28885312,29077471,0.015956,MAP3K7CL
chr21,28992947,28885371,0.02363,N6AMT1
chr21,28992947,29019360,0.050073,RWDD2B
chr21,28992947,29024629,0.042191,USP16
chr21,28992947,29073797,0.028111,CCT8
chr21,28992947,29077471,0.028115,MAP3K7CL
chr21,28992947,30216097,0.016473,CLDN8
chr21,29002838,26845409,0.016634,ADAMTS1
chr21,29002838,26967088,0.015973,ADAMTS5
chr21,29002838,28885371,0.033625,N6AMT1
chr21,29002838,28992956,0.190902,LTN1
chr21,29002838,29019360,0.134456,RWDD2B
chr21,29002838,29024629,0.105688,USP16
chr21,29002838,29073797,0.045178,CCT8
chr21,29002838,29077471,0.045185,MAP3K7CL
chr21,29002838,29194071,0.019914,BACH1
chr21,29002838,30216097,0.021506,CLDN8
chr21,29019100,28992956,0.033094,LTN1
chr21,29019100,29024629,0.099821,USP16
chr21,29019100,29073797,0.018691,CCT8
chr21,29019100,29077471,0.018695,MAP3K7CL
chr21,29024705,26967088,0.015507,ADAMTS5
chr21,29024705,28885371,0.033698,N6AMT1
chr21,29024705,28992956,0.099736,LTN1
chr21,29024705,29019360,0.356954,RWDD2B
chr21,29024705,29073797,0.071838,CCT8
chr21,29024705,29077471,0.071857,MAP3K7CL
chr21,29024705,29194071,0.02874,BACH1
chr21,29024705,30216097,0.033846,CLDN8
chr21,29073781,28885371,0.018653,N6AMT1
chr21,29073781,28992956,0.027622,LTN1
chr21,29073781,29019360,0.027787,RWDD2B
chr21,29073781,29024629,0.029862,USP16
chr21,29073781,29077471,0.226727,MAP3K7CL
chr21,29073781,29194071,0.028652,BACH1
chr21,29073781,30216097,0.018864,CLDN8
chr21,29077194,28992956,0.018433,LTN1
chr21,29077194,29019360,0.018545,RWDD2B
chr21,29077194,29024629,0.01993,USP16
chr21,29077194,29073797,0.151284,CCT8
chr21,29077194,29194071,0.019116,BACH1
chr21,29237594,29194071,0.020319,BACH1
chr21,29298868,29073797,0.025434,CCT8
chr21,29298868,29077471,0.025432,MAP3K7CL
chr21,29298868,30216097,0.017987,CLDN8
chr21,29300438,29073797,0.024088,CCT8
chr21,29300438,29077471,0.024086,MAP3K7CL
chr21,29300438,29194071,0.2221,BACH1
chr21,29300438,30216097,0.017035,CLDN8
chr21,31657255,31659666,0.028391,SOD1
chr21,31659673,31559977,0.024924,TIAM1
chr21,31659673,31732118,0.031739,SCAF4
chr21,31659673,32279049,0.017818,MIS18A
chr21,31732211,30216097,0.018966,CLDN8
chr21,31732211,31559977,0.039314,TIAM1
chr21,31732211,31659666,0.079248,SOD1
chr21,31732211,31873020,0.030946,HUNK
chr21,31732211,32279049,0.034449,MIS18A
chr21,31732211,32393012,0.016513,URB1
chr21,31732211,32393095,0.016513,URB1-AS1
chr21,31873501,31559977,0.016663,TIAM1
chr21,31875546,31873020,0.119591,HUNK
chr21,32371922,32279049,0.016063,MIS18A
chr21,32371922,32393012,0.023668,URB1
chr21,32371922,32393095,0.023669,URB1-AS1
chr21,32393067,32412006,0.022545,EVA1C
chr21,32406616,32412006,0.020664,EVA1C
chr21,32411796,32279049,0.015447,MIS18A
chr21,32411796,32393012,0.058741,URB1
chr21,32411796,32393095,0.058739,URB1-AS1
chr21,32411796,32412006,0.140527,EVA1C
chr21,32412812,30216097,0.023725,CLDN8
chr21,32412812,31559977,0.051907,TIAM1
chr21,32412812,31659666,0.037378,SOD1
chr21,32412812,31732118,0.03194,SCAF4
chr21,32412812,31873020,0.032155,HUNK
chr21,32412812,32279049,0.057493,MIS18A
chr21,32412812,32393012,0.169821,URB1
chr21,32412812,32393095,0.169815,URB1-AS1
chr21,32412812,32728040,0.037934,SYNJ1
chr21,32412812,32728094,0.037934,PAXBP1-AS1
chr21,32412812,32771792,0.032929,PAXBP1
chr21,32412812,32772100,0.032928,C21orf62-AS1
chr21,32412812,33205282,0.021509,IFNAR2
chr21,32412812,33266367,0.024741,IL10RB
chr21,32412812,33324387,0.018162,IFNAR1
chr21,32412812,33403413,0.016712,IFNGR2
chr21,32412812,33479974,0.016921,TMEM50B
chr21,32412812,33491716,0.018088,DNAJC28
chr21,32412812,33543038,0.015596,SON
chr21,32412812,33588706,0.017267,DONSON
chr21,32412812,34073224,0.015333,MRPS6
chr21,32412812,34073578,0.015333,SLC5A3
chr21,32456670,32412006,0.015421,EVA1C
chr21,32569699,32279049,0.017984,MIS18A
chr21,32569699,32393012,0.035661,URB1
chr21,32569699,32393095,0.035661,URB1-AS1
chr21,32569699,32412006,0.029245,EVA1C
chr21,32612610,31559977,0.016237,TIAM1
chr21,32612610,32279049,0.023837,MIS18A
chr21,32612610,32393012,0.035596,URB1
chr21,32612610,32393095,0.035596,URB1-AS1
chr21,32612610,32412006,0.023612,EVA1C
chr21,32612610,32728040,0.019393,SYNJ1
chr21,32612610,32728094,0.019393,PAXBP1-AS1
chr21,32612610,32771792,0.017367,PAXBP1
chr21,32612610,32772100,0.017367,C21orf62-AS1
chr21,32728076,31559977,0.017593,TIAM1
chr21,32728076,31659666,0.015325,SOD1
chr21,32728076,31873020,0.01545,HUNK
chr21,32728076,32279049,0.019527,MIS18A
chr21,32728076,32393012,0.02409,URB1
chr21,32728076,32393095,0.02409,URB1-AS1
chr21,32728076,32771792,0.071392,PAXBP1
chr21,32728076,32772100,0.071393,C21orf62-AS1
chr21,32771970,31559977,0.017957,TIAM1
chr21,32771970,31659666,0.015272,SOD1
chr21,32771970,32279049,0.021895,MIS18A
chr21,32771970,32393012,0.01941,URB1
chr21,32771970,32393095,0.01941,URB1-AS1
chr21,32771970,32728040,0.059166,SYNJ1
chr21,32771970,32728094,0.059166,PAXBP1-AS1
chr21,32771970,33205282,0.016623,IFNAR2
chr21,32771970,33266367,0.016154,IL10RB
chr21,33204024,33205282,0.019477,IFNAR2
chr21,33215917,33205282,0.023619,IFNAR2
chr21,33229953,33266367,0.032575,IL10RB
chr21,33229953,33324387,0.016378,IFNAR1
chr21,33266309,33205282,0.024046,IFNAR2
chr21,33269285,33205282,0.019019,IFNAR2
chr21,33269285,33266367,0.069047,IL10RB
chr21,33269915,33266367,0.04008,IL10RB
chr21,33324852,32771792,0.015873,PAXBP1
chr21,33324852,32772100,0.015873,C21orf62-AS1
chr21,33324852,33205282,0.041949,IFNAR2
chr21,33324852,33266367,0.044675,IL10RB
chr21,33324852,33403413,0.028104,IFNGR2
chr21,33324852,33479974,0.01789,TMEM50B
chr21,33324852,33491716,0.020509,DNAJC28
chr21,33361606,33205282,0.017109,IFNAR2
chr21,33361606,33324387,0.01836,IFNAR1
chr21,33361606,33403413,0.015055,IFNGR2
chr21,33380435,33205282,0.016867,IFNAR2
chr21,33380435,33266367,0.017013,IL10RB
chr21,33380435,33324387,0.017812,IFNAR1
chr21,33380435,33403413,0.028726,IFNGR2
chr21,33383354,33403413,0.0154,IFNGR2
chr21,33403066,33205282,0.02721,IFNAR2
chr21,33403066,33266367,0.026764,IL10RB
chr21,33403066,33324387,0.029193,IFNAR1
chr21,33403066,33479974,0.017668,TMEM50B
chr21,33403066,33491716,0.017429,DNAJC28
chr21,33404263,33205282,0.021349,IFNAR2
chr21,33404263,33266367,0.020999,IL10RB
chr21,33404263,33324387,0.022905,IFNAR1
chr21,33404263,33403413,0.133829,IFNGR2
chr21,33405553,33403413,0.044589,IFNGR2
chr21,33412157,33403413,0.029549,IFNGR2
chr21,33413297,33403413,0.019593,IFNGR2
chr21,33419258,33403413,0.019911,IFNGR2
chr21,33480032,30216097,0.015289,CLDN8
chr21,33480032,31559977,0.01521,TIAM1
chr21,33480032,32279049,0.016268,MIS18A
chr21,33480032,32728040,0.015225,SYNJ1
chr21,33480032,32728094,0.015225,PAXBP1-AS1
chr21,33480032,32771792,0.02428,PAXBP1
chr21,33480032,32772100,0.02428,C21orf62-AS1
chr21,33480032,33205282,0.033871,IFNAR2
chr21,33480032,33266367,0.029051,IL10RB
chr21,33480032,33324387,0.029457,IFNAR1
chr21,33480032,33403413,0.028007,IFNGR2
chr21,33480032,33491716,0.200941,DNAJC28
chr21,33480032,33543491,0.047079,GART
chr21,33480032,33543038,0.04862,SON
chr21,33480032,33588706,0.034221,DONSON
chr21,33480032,33643926,0.021496,CRYZL1
chr21,33480032,33642400,0.021496,ITSN1
chr21,33480032,34073224,0.019487,MRPS6
chr21,33480032,34073578,0.019487,SLC5A3
chr21,33491673,33479974,0.040616,TMEM50B
chr21,33542254,32728040,0.016344,SYNJ1
chr21,33542254,32728094,0.016344,PAXBP1-AS1
chr21,33542254,33205282,0.021255,IFNAR2
chr21,33542254,33266367,0.016762,IL10RB
chr21,33542254,33324387,0.016807,IFNAR1
chr21,33542254,33479974,0.040852,TMEM50B
chr21,33542254,33491716,0.059744,DNAJC28
chr21,33542254,33543038,0.16579,SON
chr21,33542254,33588706,0.052266,DONSON
chr21,33542254,33643926,0.021593,CRYZL1
chr21,33542254,33642400,0.021594,ITSN1
chr21,33543002,32771792,0.016295,PAXBP1
chr21,33543002,32772100,0.016295,C21orf62-AS1
chr21,33543002,33205282,0.020146,IFNAR2
chr21,33543002,33266367,0.017192,IL10RB
chr21,33543002,33324387,0.016204,IFNAR1
chr21,33543002,33479974,0.041667,TMEM50B
chr21,33543002,33491716,0.054139,DNAJC28
chr21,33543002,33543491,0.163742,GART
chr21,33543002,33588706,0.060097,DONSON
chr21,33543002,33643926,0.026074,CRYZL1
chr21,33543002,33642400,0.026075,ITSN1
chr21,33543002,34073224,0.017156,MRPS6
chr21,33543002,34073578,0.017156,SLC5A3
chr21,33588732,33543491,0.021101,GART
chr21,33588732,33543038,0.024566,SON
chr21,33588732,33643926,0.020394,CRYZL1
chr21,33588732,33642400,0.020395,ITSN1
chr21,33642126,30216097,0.017029,CLDN8
chr21,33642126,31559977,0.022452,TIAM1
chr21,33642126,31659666,0.015941,SOD1
chr21,33642126,31732118,0.017072,SCAF4
chr21,33642126,31873020,0.015023,HUNK
chr21,33642126,32279049,0.022693,MIS18A
chr21,33642126,32393012,0.025299,URB1
chr21,33642126,32393095,0.025301,URB1-AS1
chr21,33642126,32412006,0.017617,EVA1C
chr21,33642126,32728040,0.030003,SYNJ1
chr21,33642126,32728094,0.030003,PAXBP1-AS1
chr21,33642126,32771792,0.030385,PAXBP1
chr21,33642126,32772100,0.030385,C21orf62-AS1
chr21,33642126,33205282,0.030016,IFNAR2
chr21,33642126,33266367,0.025366,IL10RB
chr21,33642126,33324387,0.02318,IFNAR1
chr21,33642126,33403413,0.025333,IFNGR2
chr21,33642126,33479974,0.036299,TMEM50B
chr21,33642126,33491716,0.047593,DNAJC28
chr21,33642126,33543491,0.042023,GART
chr21,33642126,33543038,0.051378,SON
chr21,33642126,33588706,0.098309,DONSON
chr21,33642126,34073224,0.028878,MRPS6
chr21,33642126,34073578,0.028878,SLC5A3
chr21,33642126,34615113,0.026212,RCAN1
chr21,33642126,34668994,0.027777,CLIC6
chr21,33915860,34073224,0.016941,MRPS6
chr21,33915860,34073578,0.016941,SLC5A3
chr21,33940724,34073224,0.016788,MRPS6
chr21,33940724,34073578,0.016788,SLC5A3
chr21,33948103,34073224,0.040378,MRPS6
chr21,33948103,34073578,0.040378,SLC5A3
chr21,33948103,34615113,0.015476,RCAN1
chr21,34055525,34073224,0.016354,MRPS6
chr21,34055525,34073578,0.016354,SLC5A3
chr21,34129330,34073224,0.015481,MRPS6
chr21,34129330,34073578,0.015481,SLC5A3
chr21,34202083,34073224,0.021508,MRPS6
chr21,34202083,34073578,0.021508,SLC5A3
chr21,34375464,34615113,0.024853,RCAN1
chr21,34527017,34615113,0.036952,RCAN1
chr21,34527017,34668994,0.022301,CLIC6
chr21,34543663,34615113,0.015913,RCAN1
chr21,34552950,34615113,0.016364,RCAN1
chr21,34615188,34668994,0.021948,CLIC6
chr21,34670620,34668994,0.0424,CLIC6
chr21,34684692,34668994,0.017438,CLIC6
chr21,34888565,34668994,0.018432,CLIC6
chr21,34888565,36005137,0.015124,LINC01436
chr21,34889749,31659666,0.016899,SOD1
chr21,34889749,34073224,0.021932,MRPS6
chr21,34889749,34073578,0.021932,SLC5A3
chr21,34889749,34615113,0.020215,RCAN1
chr21,34889749,34668994,0.038928,CLIC6
chr21,34889749,36004667,0.314748,RUNX1
chr21,34889749,36005137,0.031961,LINC01436
chr21,34889749,36079389,0.018567,SETD4
chr21,34889749,36069941,0.026292,CBR1
chr21,34889749,36135079,0.016142,CBR3
chr21,34889749,36175815,0.01927,CBR3-AS1
chr21,34889749,36385392,0.015523,CHAF1B
chr21,36060668,36005137,0.039844,LINC01436
chr21,36060668,36069941,0.110304,CBR1
chr21,36060668,36135079,0.019751,CBR3
chr21,36060668,36175815,0.01832,CBR3-AS1
chr21,36060668,36385392,0.016467,CHAF1B
chr21,36065945,36079389,0.021866,SETD4
chr21,36065945,36069941,0.025633,CBR1
chr21,36069936,36079389,0.048747,SETD4
chr21,36077148,36069941,0.021115,CBR1
chr21,36113032,36069941,0.016828,CBR1
chr21,36113032,36135079,0.015291,CBR3
chr21,36134722,36175815,0.022428,CBR3-AS1
chr21,36134722,36385392,0.016168,CHAF1B
chr21,36135648,36005137,0.020852,LINC01436
chr21,36135648,36079389,0.017527,SETD4
chr21,36135648,36069941,0.027695,CBR1
chr21,36135648,36135079,0.193187,CBR3
chr21,36135648,36175815,0.043921,CBR3-AS1
chr21,36135648,36320189,0.027346,MORC3
chr21,36135648,36385392,0.031668,CHAF1B
chr21,36141705,36135079,0.041472,CBR3
chr21,36141705,36175815,0.020972,CBR3-AS1
chr21,36150538,36135079,0.015563,CBR3
chr21,36150538,36175815,0.054729,CBR3-AS1
chr21,36156456,36005137,0.018191,LINC01436
chr21,36156456,36079389,0.015938,SETD4
chr21,36156456,36069941,0.020133,CBR1
chr21,36156456,36135079,0.043069,CBR3
chr21,36156456,36320189,0.043908,MORC3
chr21,36156456,36385392,0.039537,CHAF1B
chr21,36188301,36175815,0.016808,CBR3-AS1
chr21,36298317,36175815,0.015214,CBR3-AS1
chr21,36298317,36320189,0.037047,MORC3
chr21,36320175,36005137,0.015259,LINC01436
chr21,36320175,36069941,0.016001,CBR1
chr21,36320175,36135079,0.029001,CBR3
chr21,36320175,36175815,0.047493,CBR3-AS1
chr21,36320175,36385392,0.039619,CHAF1B
chr21,36966788,36385392,0.018505,CHAF1B
chr21,36966788,36990236,0.042246,HLCS
chr21,36966788,37073170,0.020351,PIGP
chr21,36966788,37073226,0.020351,TTC3
chr21,36990165,36385392,0.020422,CHAF1B
chr21,36990165,37073170,0.043695,PIGP
chr21,36990165,37073226,0.043695,TTC3
chr21,37060325,37073170,0.016764,PIGP
chr21,37060325,37073226,0.016764,TTC3
chr21,37072300,36990236,0.024435,HLCS
chr21,37072300,37073170,0.109263,PIGP
chr21,37072300,37073226,0.109263,TTC3
chr21,37073178,36385392,0.015761,CHAF1B
chr21,37073178,36990236,0.041508,HLCS
chr21,37153768,36990236,0.017551,HLCS
chr21,37153768,37073170,0.021445,PIGP
chr21,37153768,37073226,0.021445,TTC3
chr21,37221203,37365573,0.016659,DYRK1A
chr21,37267960,36005137,0.025909,LINC01436
chr21,37267960,36069941,0.0185,CBR1
chr21,37267960,36135079,0.015317,CBR3
chr21,37267960,36175815,0.01616,CBR3-AS1
chr21,37267960,36320189,0.019701,MORC3
chr21,37267960,36385392,0.027779,CHAF1B
chr21,37267960,36990236,0.028453,HLCS
chr21,37267960,37073170,0.033437,PIGP
chr21,37267960,37073226,0.033437,TTC3
chr21,37267960,37365573,0.083685,DYRK1A
chr21,37267960,38661780,0.01851,ERG
chr21,37366679,36005137,0.017777,LINC01436
chr21,37366679,36135079,0.015662,CBR3
chr21,37366679,36385392,0.023695,CHAF1B
chr21,37366679,36990236,0.025901,HLCS
chr21,37366679,37073170,0.028936,PIGP
chr21,37366679,37073226,0.028936,TTC3
chr21,37366679,38661780,0.019064,ERG
chr21,37366679,38747460,0.018867,LINC00114
chr21,37367815,37365573,0.036318,DYRK1A
chr21,37564139,36990236,0.016185,HLCS
chr21,37564139,37073170,0.016432,PIGP
chr21,37564139,37073226,0.016432,TTC3
chr21,37564139,37365573,0.018801,DYRK1A
chr21,38734290,38661780,0.017063,ERG
chr21,38734290,38747460,0.016671,LINC00114
chr21,38767203,38747460,0.018155,LINC00114
chr21,38769015,38747460,0.052209,LINC00114
chr21,38769015,38805183,0.015595,ETS2
chr21,38787565,38747460,0.039941,LINC00114
chr21,38787565,38805183,0.01819,ETS2
chr21,38802788,38805183,0.021734,ETS2
chr21,38805721,38661780,0.030287,ERG
chr21,38805721,38747460,0.065033,LINC00114
chr21,38805721,39183488,0.019036,PSMG1
chr21,38814557,38747460,0.017229,LINC00114
chr21,38814557,38805183,0.026465,ETS2
chr21,38815074,38805183,0.021665,ETS2
chr21,38818073,38805183,0.019237,ETS2
chr21,38824586,38805183,0.017322,ETS2
chr21,38907307,38805183,0.015362,ETS2
chr21,38913292,38805183,0.016877,ETS2
chr21,39183589,38661780,0.023412,ERG
chr21,39183589,38747460,0.019924,LINC00114
chr21,39183589,39321559,0.022158,BRWD1
chr21,39183589,39349647,0.017449,HMGN1
chr21,39183589,39445855,0.018496,SH3BGR
chr21,39312515,39183488,0.016636,PSMG1
chr21,39312515,39321559,0.088802,BRWD1
chr21,39312515,39349647,0.035784,HMGN1
chr21,39312515,39445855,0.017061,SH3BGR
chr21,39313822,39183488,0.024094,PSMG1
chr21,39313822,39349647,0.050632,HMGN1
chr21,39313822,39445855,0.029341,SH3BGR
chr21,39319517,39321559,0.022491,BRWD1
chr21,39349223,38661780,0.021106,ERG
chr21,39349223,38747460,0.015309,LINC00114
chr21,39349223,39183488,0.027184,PSMG1
chr21,39349223,39321559,0.072544,BRWD1
chr21,39349223,39445855,0.03869,SH3BGR
chr21,39349223,39556442,0.019057,B3GALT5
chr21,39380279,39321559,0.018746,BRWD1
chr21,39380279,39349647,0.026781,HMGN1
chr21,39385874,39321559,0.015689,BRWD1
chr21,39385874,39349647,0.016624,HMGN1
chr21,39387941,39183488,0.016064,PSMG1
chr21,39387941,39321559,0.028706,BRWD1
chr21,39387941,39349647,0.030421,HMGN1
chr21,39387941,39445855,0.015623,SH3BGR
chr21,39388729,39321559,0.015443,BRWD1
chr21,39445052,39445855,0.034068,SH3BGR
chr21,39445754,38661780,0.015781,ERG
chr21,39445754,39183488,0.028003,PSMG1
chr21,39445754,39321559,0.026437,BRWD1
chr21,39445754,39349647,0.027866,HMGN1
chr21,39445754,39445855,0.218146,SH3BGR
chr21,39445754,39556442,0.030031,B3GALT5
chr21,39637641,39556442,0.047998,B3GALT5
chr21,39638951,39556442,0.015912,B3GALT5
chr21,39660585,39556442,0.068119,B3GALT5
chr21,39676413,39556442,0.036759,B3GALT5
chr21,39687084,39556442,0.01639,B3GALT5
chr21,41168977,41167801,0.085831,BACE2
chr21,41360252,41361999,0.035218,MX2
chr21,41360758,41361999,0.022943,MX2
chr21,41366875,41361999,0.019933,MX2
chr21,41420507,41361999,0.026065,MX2
chr21,41420507,41420020,0.160729,MX1
chr21,41432626,41420020,0.054961,MX1
chr21,41500701,41361999,0.016411,MX2
chr21,41500701,41420020,0.016263,MX1
chr21,41500701,41531116,0.064618,TMPRSS2
chr21,41506975,41531116,0.028998,TMPRSS2
chr21,41508981,41531116,0.043116,TMPRSS2
chr21,41521368,41531116,0.032556,TMPRSS2
chr21,41526589,41531116,0.028181,TMPRSS2
chr21,41561030,41531116,0.016583,TMPRSS2
chr21,41613019,41767089,0.016758,RIPK4
chr21,41679103,41715775,0.020019,LINC00479
chr21,41679103,41767089,0.015878,RIPK4
chr21,41704206,41679181,0.015497,LINC00111
chr21,41704206,41715775,0.024329,LINC00479
chr21,41706762,41715775,0.017559,LINC00479
chr21,41707702,41715775,0.018138,LINC00479
chr21,41761800,41767089,0.02642,RIPK4
chr21,41768748,41767089,0.037045,RIPK4
chr21,41878287,41879482,0.03887,PRDM15
chr21,41926628,41954018,0.018752,C2CD2
chr21,41933098,41879482,0.018467,PRDM15
chr21,41933098,41954018,0.031365,C2CD2
chr21,41957986,41954018,0.039972,C2CD2
chr21,42010365,41167801,0.021301,BACE2
chr21,42010365,41361999,0.019616,MX2
chr21,42010365,41420020,0.018906,MX1
chr21,42010365,41531116,0.019055,TMPRSS2
chr21,42010365,41679181,0.031286,LINC00111
chr21,42010365,41715775,0.027326,LINC00479
chr21,42010365,41767089,0.026631,RIPK4
chr21,42010365,41879482,0.043039,PRDM15
chr21,42010365,41954018,0.087406,C2CD2
chr21,42010365,42199689,0.018827,ABCG1
chr21,42010365,42315409,0.025791,TFF3
chr21,42010365,42366535,0.023399,TFF1
chr21,42010365,42496246,0.016591,RSPH1
chr21,42010365,42653621,0.015375,PDE9A
chr21,42010365,42879568,0.015953,WDR4
chr21,42010365,42974510,0.016508,PKNOX1
chr21,42039912,42010387,0.015614,ZBTB21
chr21,42171435,42199689,0.0154,ABCG1
chr21,42220294,42199689,0.056274,ABCG1
chr21,42221928,42199689,0.04016,ABCG1
chr21,42228211,42199689,0.039204,ABCG1
chr21,42233408,42199689,0.063737,ABCG1
chr21,42233408,42315409,0.015422,TFF3
chr21,42233408,42366535,0.016602,TFF1
chr21,42234760,42199689,0.053856,ABCG1
chr21,42314824,42315409,0.024587,TFF3
chr21,42317347,42315409,0.076758,TFF3
chr21,42317347,42366535,0.015197,TFF1
chr21,42333024,42315409,0.022589,TFF3
chr21,42376231,42366535,0.044513,TFF1
chr21,42462397,42496246,0.018049,RSPH1
chr21,42474283,42496246,0.018717,RSPH1
chr21,42490770,42496246,0.02117,RSPH1
chr21,42514483,42496246,0.027311,RSPH1
chr21,42524873,42496246,0.016362,RSPH1
chr21,42653001,42653621,0.056089,PDE9A
chr21,42654812,42653621,0.045553,PDE9A
chr21,42655749,42653621,0.066468,PDE9A
chr21,42669010,42653621,0.016805,PDE9A
chr21,42879539,42879644,0.059253,NDUFV3
chr21,42879539,42974510,0.018083,PKNOX1
chr21,42879539,43107570,0.025458,U2AF1
chr21,42893244,42879568,0.094887,WDR4
chr21,42893244,42974510,0.036999,PKNOX1
chr21,42893244,43107570,0.047016,U2AF1
chr21,42893244,43659488,0.0155,HSF2BP
chr21,42893244,43659560,0.0155,RRP1B
chr21,42940282,42974510,0.017282,PKNOX1
