chr,center,TSS,score,gene
chr21,17611835,17513043,0.05975,CXADR
chr21,17611835,17612945,0.252031,BTG3
chr21,17611835,17819386,0.034417,C21orf91
chr21,17802724,17819386,0.026149,C21orf91
chr21,17818521,17612945,0.020372,BTG3
chr21,17818521,17819386,0.129991,C21orf91
chr21,17819651,14582202,0.017244,SAMSN1-AS1
chr21,17819651,15928296,0.017072,MIR99AHG
chr21,17819651,17513043,0.020159,CXADR
chr21,17819651,17612945,0.045142,BTG3
chr21,17819651,20998409,0.020339,NCAM2
chr21,17828412,17819386,0.01696,C21orf91
chr21,17848747,14582202,0.015656,SAMSN1-AS1
chr21,17848747,15729982,0.016463,USP25
chr21,17848747,15928296,0.032555,MIR99AHG
chr21,17848747,17513043,0.042519,CXADR
chr21,17848747,17612945,0.072224,BTG3
chr21,17848747,17819386,0.154213,C21orf91
chr21,17848747,20998409,0.030806,NCAM2
chr21,20996579,20998409,0.096846,NCAM2
chr21,20999762,20998409,0.050313,NCAM2
chr21,21003926,20998409,0.046497,NCAM2
chr21,21165304,20998409,0.055993,NCAM2
chr21,21200561,20998409,0.088742,NCAM2
chr21,25560355,25561810,0.022885,MIR155HG
chr21,25562088,25607517,0.015172,MRPL39
chr21,25568428,25561810,0.048046,MIR155HG
chr21,25568428,25607517,0.018451,MRPL39
chr21,25574081,25561810,0.037639,MIR155HG
chr21,25574081,25607517,0.023191,MRPL39
chr21,25607780,25561810,0.035505,MIR155HG
chr21,25607780,25734570,0.030833,GABPA
chr21,25734252,25607517,0.022011,MRPL39
chr21,25734252,25734570,0.059021,GABPA
chr21,25735704,20998409,0.060414,NCAM2
chr21,25735704,25561810,0.110365,MIR155HG
chr21,25735704,25607517,0.210974,MRPL39
chr21,25735704,26171128,0.062533,APP
chr21,25735704,26393635,0.059666,CYYR1-AS1
chr21,25735704,26845409,0.023136,ADAMTS1
chr21,25735704,26967088,0.022133,ADAMTS5
chr21,25735704,28228667,0.023368,LINC01695
chr21,25735704,28539318,0.021207,LINC00161
chr21,25735704,28885371,0.025262,N6AMT1
chr21,25934650,20998409,0.016317,NCAM2
chr21,25934650,25561810,0.022694,MIR155HG
chr21,25934650,25607517,0.018811,MRPL39
chr21,25934650,25734570,0.017762,GABPA
chr21,25934650,26171128,0.029997,APP
chr21,25934650,26393635,0.021325,CYYR1-AS1
chr21,26140253,26171128,0.036934,APP
chr21,26149048,26171128,0.015476,APP
chr21,26166887,26171128,0.05142,APP
chr21,26169565,25561810,0.022575,MIR155HG
chr21,26169565,25607517,0.021489,MRPL39
chr21,26169565,25734570,0.017007,GABPA
chr21,26169565,26171128,0.272662,APP
chr21,26169565,26393635,0.035966,CYYR1-AS1
chr21,26388915,26393635,0.029492,CYYR1-AS1
chr21,26390183,26393635,0.033134,CYYR1-AS1
chr21,26449127,26393635,0.0339,CYYR1-AS1
chr21,26834850,26845409,0.028797,ADAMTS1
chr21,26843334,25561810,0.018323,MIR155HG
chr21,26843334,26393635,0.016056,CYYR1-AS1
chr21,26843334,26845409,0.158196,ADAMTS1
chr21,26843334,26967088,0.020846,ADAMTS5
chr21,26843334,28228667,0.018474,LINC01695
chr21,26843334,28539318,0.024878,LINC00161
chr21,26845353,25561810,0.022856,MIR155HG
chr21,26845353,25607517,0.017516,MRPL39
chr21,26845353,26171128,0.016987,APP
chr21,26845353,26393635,0.020046,CYYR1-AS1
chr21,26845353,26967088,0.026026,ADAMTS5
chr21,26845353,28228667,0.02308,LINC01695
chr21,26845353,28539318,0.031071,LINC00161
chr21,26846471,26845409,0.128792,ADAMTS1
chr21,26846471,26967088,0.01697,ADAMTS5
chr21,26846471,28228667,0.015055,LINC01695
chr21,26846471,28539318,0.020264,LINC00161
chr21,26963836,26967088,0.043386,ADAMTS5
chr21,26967410,25561810,0.021366,MIR155HG
chr21,26967410,25607517,0.01835,MRPL39
chr21,26967410,26171128,0.018996,APP
chr21,26967410,26393635,0.025751,CYYR1-AS1
chr21,26967410,26845409,0.032387,ADAMTS1
chr21,26967410,28228667,0.030177,LINC01695
chr21,26967410,28539318,0.027597,LINC00161
chr21,28229969,28228667,0.015149,LINC01695
chr21,28537788,28539318,0.021136,LINC00161
chr21,28540718,28539318,0.015344,LINC00161
chr21,28772004,28539318,0.019753,LINC00161
chr21,28772004,28885371,0.017863,N6AMT1
chr21,28885265,28539318,0.018054,LINC00161
chr21,28992858,28228667,0.020722,LINC01695
chr21,28992858,28885371,0.026305,N6AMT1
chr21,28992858,29019360,0.051168,RWDD2B
chr21,28992858,29024629,0.041474,USP16
chr21,28992858,29073797,0.024063,CCT8
chr21,28992858,29370497,0.016725,BACH1-IT2
chr21,28992858,29940033,0.015559,GRIK1
chr21,29002672,28539318,0.015572,LINC00161
chr21,29002672,28885371,0.016447,N6AMT1
chr21,29002672,28992956,0.164403,LTN1
chr21,29002672,29019360,0.036291,RWDD2B
chr21,29002672,29024629,0.034965,USP16
chr21,29019180,28992956,0.017125,LTN1
chr21,29019180,29024629,0.054224,USP16
chr21,29025072,25561810,0.01779,MIR155HG
chr21,29025072,25607517,0.017476,MRPL39
chr21,29025072,26393635,0.025328,CYYR1-AS1
chr21,29025072,28228667,0.043926,LINC01695
chr21,29025072,28539318,0.037842,LINC00161
chr21,29025072,28885371,0.043844,N6AMT1
chr21,29025072,28992956,0.109152,LTN1
chr21,29025072,29019360,0.42646,RWDD2B
chr21,29025072,29073797,0.071871,CCT8
chr21,29025072,29193480,0.027794,LINC00189
chr21,29025072,29194071,0.031856,BACH1
chr21,29025072,29370497,0.039519,BACH1-IT2
chr21,29025072,29940033,0.038107,GRIK1
chr21,29073436,26393635,0.01501,CYYR1-AS1
chr21,29073436,28228667,0.030654,LINC01695
chr21,29073436,28539318,0.031463,LINC00161
chr21,29073436,28885371,0.039058,N6AMT1
chr21,29073436,28992956,0.048648,LTN1
chr21,29073436,29019360,0.053409,RWDD2B
chr21,29073436,29024629,0.055213,USP16
chr21,29073436,29193480,0.040925,LINC00189
chr21,29073436,29194071,0.051113,BACH1
chr21,29073436,29370497,0.064164,BACH1-IT2
chr21,29073436,29940033,0.032931,GRIK1
chr21,29073436,31659666,0.015255,SOD1
chr21,29115006,29370497,0.015952,BACH1-IT2
chr21,29130733,26393635,0.01527,CYYR1-AS1
chr21,29130733,28228667,0.03439,LINC01695
chr21,29130733,28539318,0.024865,LINC00161
chr21,29130733,28885371,0.02519,N6AMT1
chr21,29130733,28992956,0.019423,LTN1
chr21,29130733,29019360,0.019415,RWDD2B
chr21,29130733,29024629,0.020999,USP16
chr21,29130733,29073797,0.037595,CCT8
chr21,29130733,29193480,0.042227,LINC00189
chr21,29130733,29194071,0.036697,BACH1
chr21,29130733,29370497,0.061765,BACH1-IT2
chr21,29130733,29940033,0.041338,GRIK1
chr21,29145228,29073797,0.017889,CCT8
chr21,29145228,29193480,0.018523,LINC00189
chr21,29145228,29194071,0.02014,BACH1
chr21,29145228,29370497,0.02679,BACH1-IT2
chr21,29163249,29370497,0.018433,BACH1-IT2
chr21,29182469,26393635,0.015409,CYYR1-AS1
chr21,29182469,28228667,0.023975,LINC01695
chr21,29182469,28539318,0.02469,LINC00161
chr21,29182469,28885371,0.022716,N6AMT1
chr21,29182469,28992956,0.01755,LTN1
chr21,29182469,29019360,0.016112,RWDD2B
chr21,29182469,29024629,0.01853,USP16
chr21,29182469,29073797,0.033562,CCT8
chr21,29182469,29193480,0.126746,LINC00189
chr21,29182469,29194071,0.045775,BACH1
chr21,29182469,29370497,0.061997,BACH1-IT2
chr21,29182469,29940033,0.036322,GRIK1
chr21,29191233,29193480,0.018607,LINC00189
chr21,29195065,29193480,0.023454,LINC00189
chr21,29196297,29193480,0.161416,LINC00189
chr21,29196297,29194071,0.026819,BACH1
chr21,29196297,29370497,0.019312,BACH1-IT2
chr21,29208582,29193480,0.026466,LINC00189
chr21,29218028,29193480,0.019922,LINC00189
chr21,29299851,28228667,0.016279,LINC01695
chr21,29299851,28539318,0.019261,LINC00161
chr21,29299851,28885371,0.018617,N6AMT1
chr21,29299851,28992956,0.015456,LTN1
chr21,29299851,29073797,0.029833,CCT8
chr21,29299851,29193480,0.047721,LINC00189
chr21,29299851,29194071,0.304753,BACH1
chr21,29299851,29370497,0.042797,BACH1-IT2
chr21,29299851,29940033,0.028092,GRIK1
chr21,29332993,29194071,0.017158,BACH1
chr21,29332993,29370497,0.016803,BACH1-IT2
chr21,29342687,29194071,0.019701,BACH1
chr21,29342687,29370497,0.026882,BACH1-IT2
chr21,29343641,29370497,0.02046,BACH1-IT2
chr21,29348518,29370497,0.016223,BACH1-IT2
chr21,29351847,29370497,0.019833,BACH1-IT2
chr21,31659624,31732118,0.025308,SCAF4
chr21,31731245,31732118,0.038924,SCAF4
chr21,31732488,31659666,0.047519,SOD1
chr21,31732488,32279049,0.018999,MIS18A
chr21,32279049,32393012,0.015466,URB1
chr21,32279049,32393095,0.015466,URB1-AS1
chr21,32392377,32393012,0.037311,URB1
chr21,32392377,32393095,0.037311,URB1-AS1
chr21,32612816,31659666,0.022382,SOD1
chr21,32612816,31732118,0.020296,SCAF4
chr21,32612816,32279049,0.035136,MIS18A
chr21,32612816,32393012,0.07486,URB1
chr21,32612816,32393095,0.074859,URB1-AS1
chr21,32612816,32728040,0.037976,SYNJ1
chr21,32612816,32728094,0.037976,PAXBP1-AS1
chr21,32612816,32771792,0.036934,PAXBP1
chr21,32612816,32772100,0.036934,C21orf62-AS1
chr21,32612816,33205282,0.01506,IFNAR2
chr21,32612816,33266367,0.016969,IL10RB
chr21,32727972,32279049,0.015586,MIS18A
chr21,32727972,32393012,0.028057,URB1
chr21,32727972,32393095,0.028056,URB1-AS1
chr21,32727972,32771792,0.055483,PAXBP1
chr21,32727972,32772100,0.055483,C21orf62-AS1
chr21,32771626,31659666,0.018132,SOD1
chr21,32771626,31732118,0.016566,SCAF4
chr21,32771626,32279049,0.023905,MIS18A
chr21,32771626,32393012,0.030923,URB1
chr21,32771626,32393095,0.030922,URB1-AS1
chr21,32771626,32728040,0.070202,SYNJ1
chr21,32771626,32728094,0.070201,PAXBP1-AS1
chr21,32771626,33205282,0.018865,IFNAR2
chr21,32771626,33266367,0.020402,IL10RB
chr21,32771626,33403413,0.015028,IFNGR2
chr21,32772612,32771792,0.045826,PAXBP1
chr21,32772612,32772100,0.045825,C21orf62-AS1
chr21,33204061,33205282,0.044525,IFNAR2
chr21,33204061,33266367,0.034364,IL10RB
chr21,33204061,33324387,0.017788,IFNAR1
chr21,33204061,33403413,0.017462,IFNGR2
chr21,33230444,33266367,0.042112,IL10RB
chr21,33230444,33324387,0.018324,IFNAR1
chr21,33230444,33403413,0.01545,IFNGR2
chr21,33261756,33266367,0.025065,IL10RB
chr21,33324963,32393012,0.015788,URB1
chr21,33324963,32393095,0.015788,URB1-AS1
chr21,33324963,32771792,0.018133,PAXBP1
chr21,33324963,32772100,0.018133,C21orf62-AS1
chr21,33324963,33205282,0.05116,IFNAR2
chr21,33324963,33266367,0.060633,IL10RB
chr21,33324963,33403413,0.044569,IFNGR2
chr21,33324963,33479974,0.022283,TMEM50B
chr21,33324963,33491716,0.023857,DNAJC28
chr21,33383256,33403413,0.022346,IFNGR2
chr21,33401166,33403413,0.044581,IFNGR2
chr21,33404209,33403413,0.047188,IFNGR2
chr21,33405501,33403413,0.0187,IFNGR2
chr21,33412279,33403413,0.020348,IFNGR2
chr21,33413241,33403413,0.016647,IFNGR2
chr21,33434948,33403413,0.015473,IFNGR2
chr21,33479386,33479974,0.046748,TMEM50B
chr21,33479386,33491716,0.026265,DNAJC28
chr21,33480063,33205282,0.01946,IFNAR2
chr21,33480063,33266367,0.018574,IL10RB
chr21,33480063,33324387,0.016299,IFNAR1
chr21,33480063,33403413,0.020924,IFNGR2
chr21,33480063,33491716,0.110113,DNAJC28
chr21,33480063,33543491,0.02545,GART
chr21,33480063,33543038,0.022048,SON
chr21,33480063,33588706,0.017187,DONSON
chr21,33491670,33479974,0.045484,TMEM50B
chr21,33541422,33543491,0.053407,GART
chr21,33541422,33543038,0.025965,SON
chr21,33542712,29940033,0.016104,GRIK1
chr21,33542712,31659666,0.021951,SOD1
chr21,33542712,31732118,0.020569,SCAF4
chr21,33542712,32279049,0.030335,MIS18A
chr21,33542712,32393012,0.040976,URB1
chr21,33542712,32393095,0.040978,URB1-AS1
chr21,33542712,32728040,0.035659,SYNJ1
chr21,33542712,32728094,0.035658,PAXBP1-AS1
chr21,33542712,32771792,0.035699,PAXBP1
chr21,33542712,32772100,0.035698,C21orf62-AS1
chr21,33542712,33205282,0.047118,IFNAR2
chr21,33542712,33266367,0.044746,IL10RB
chr21,33542712,33324387,0.0365,IFNAR1
chr21,33542712,33403413,0.041571,IFNGR2
chr21,33542712,33479974,0.099527,TMEM50B
chr21,33542712,33491716,0.120771,DNAJC28
chr21,33542712,33588706,0.122874,DONSON
chr21,33542712,33643926,0.055566,CRYZL1
chr21,33542712,33642400,0.055566,ITSN1
chr21,33542712,34073224,0.031392,MRPS6
chr21,33542712,34073578,0.031392,SLC5A3
chr21,33542712,34401072,0.026303,C21orf140
chr21,33542712,34512214,0.021394,KCNE1
chr21,33542712,34615113,0.02539,RCAN1
chr21,33542712,34737204,0.021818,LINC00160
chr21,33542712,34745756,0.019039,LINC01426
chr21,33588662,33543491,0.018517,GART
chr21,33588662,33543038,0.018084,SON
chr21,33588662,33643926,0.017331,CRYZL1
chr21,33588662,33642400,0.017331,ITSN1
chr21,33641985,31732118,0.015013,SCAF4
chr21,33641985,32279049,0.017347,MIS18A
chr21,33641985,32393012,0.028219,URB1
chr21,33641985,32393095,0.02822,URB1-AS1
chr21,33641985,32728040,0.024924,SYNJ1
chr21,33641985,32728094,0.024924,PAXBP1-AS1
chr21,33641985,32771792,0.022614,PAXBP1
chr21,33641985,32772100,0.022613,C21orf62-AS1
chr21,33641985,33205282,0.023849,IFNAR2
chr21,33641985,33266367,0.022428,IL10RB
chr21,33641985,33324387,0.017737,IFNAR1
chr21,33641985,33403413,0.026173,IFNGR2
chr21,33641985,33479974,0.029454,TMEM50B
chr21,33641985,33491716,0.036067,DNAJC28
chr21,33641985,33543491,0.031416,GART
chr21,33641985,33543038,0.032219,SON
chr21,33641985,33588706,0.068279,DONSON
chr21,33641985,34073224,0.01795,MRPS6
chr21,33641985,34073578,0.01795,SLC5A3
chr21,33641985,34401072,0.017801,C21orf140
chr21,33641985,34512214,0.019291,KCNE1
chr21,33641985,34615113,0.018748,RCAN1
chr21,33643523,33643926,0.021968,CRYZL1
chr21,33643523,33642400,0.021968,ITSN1
chr21,33655952,33643926,0.024683,CRYZL1
chr21,33655952,33642400,0.024678,ITSN1
chr21,33760988,33643926,0.021523,CRYZL1
chr21,33760988,33642400,0.021522,ITSN1
chr21,33915733,34073224,0.017927,MRPS6
chr21,33915733,34073578,0.017927,SLC5A3
chr21,33940460,34073224,0.016942,MRPS6
chr21,33940460,34073578,0.016942,SLC5A3
chr21,33941138,34073224,0.01978,MRPS6
chr21,33941138,34073578,0.01978,SLC5A3
chr21,33948174,32393012,0.015529,URB1
chr21,33948174,32393095,0.015529,URB1-AS1
chr21,33948174,33205282,0.016491,IFNAR2
chr21,33948174,33266367,0.01765,IL10RB
chr21,33948174,33403413,0.016844,IFNGR2
chr21,33948174,33491716,0.015942,DNAJC28
chr21,33948174,33543491,0.015994,GART
chr21,33948174,33588706,0.020344,DONSON
chr21,33948174,33643926,0.016154,CRYZL1
chr21,33948174,33642400,0.016153,ITSN1
chr21,33948174,34073224,0.051467,MRPS6
chr21,33948174,34073578,0.051467,SLC5A3
chr21,33948174,34401072,0.028695,C21orf140
chr21,33948174,34512214,0.022352,KCNE1
chr21,33948174,34615113,0.0227,RCAN1
chr21,33948174,34737204,0.018111,LINC00160
chr21,33968635,34073224,0.01856,MRPS6
chr21,33968635,34073578,0.01856,SLC5A3
chr21,33971720,34073224,0.017474,MRPS6
chr21,33971720,34073578,0.017474,SLC5A3
chr21,33976331,31659666,0.018732,SOD1
chr21,33976331,31732118,0.017831,SCAF4
chr21,33976331,32279049,0.019989,MIS18A
chr21,33976331,32393012,0.021153,URB1
chr21,33976331,32393095,0.021154,URB1-AS1
chr21,33976331,32728040,0.017123,SYNJ1
chr21,33976331,32728094,0.017123,PAXBP1-AS1
chr21,33976331,32771792,0.021625,PAXBP1
chr21,33976331,32772100,0.021628,C21orf62-AS1
chr21,33976331,33205282,0.027699,IFNAR2
chr21,33976331,33266367,0.025117,IL10RB
chr21,33976331,33324387,0.022495,IFNAR1
chr21,33976331,33403413,0.021315,IFNGR2
chr21,33976331,33479974,0.02308,TMEM50B
chr21,33976331,33491716,0.021051,DNAJC28
chr21,33976331,33543491,0.021158,GART
chr21,33976331,33543038,0.016715,SON
chr21,33976331,33588706,0.024822,DONSON
chr21,33976331,33643926,0.020708,CRYZL1
chr21,33976331,33642400,0.020708,ITSN1
chr21,33976331,34073224,0.10862,MRPS6
chr21,33976331,34073578,0.10862,SLC5A3
chr21,33976331,34401072,0.045582,C21orf140
chr21,33976331,34512214,0.026784,KCNE1
chr21,33976331,34615113,0.036001,RCAN1
chr21,33976331,34737204,0.021885,LINC00160
chr21,33976331,34745756,0.024271,LINC01426
chr21,33976331,36385392,0.016301,CHAF1B
chr21,34129714,34073224,0.034307,MRPS6
chr21,34129714,34073578,0.034307,SLC5A3
chr21,34375613,34401072,0.019476,C21orf140
chr21,34525312,34512214,0.030913,KCNE1
chr21,34526908,33205282,0.015128,IFNAR2
chr21,34526908,33266367,0.015083,IL10RB
chr21,34526908,33491716,0.016566,DNAJC28
chr21,34526908,34073224,0.017655,MRPS6
chr21,34526908,34073578,0.017655,SLC5A3
chr21,34526908,34401072,0.049277,C21orf140
chr21,34526908,34512214,0.150567,KCNE1
chr21,34526908,34615113,0.072592,RCAN1
chr21,34526908,34737204,0.024672,LINC00160
chr21,34526908,34745756,0.022869,LINC01426
chr21,34526908,36069941,0.015229,CBR1
chr21,34545455,34401072,0.020131,C21orf140
chr21,34545455,34512214,0.037106,KCNE1
chr21,34545455,34615113,0.025843,RCAN1
chr21,34745751,34737204,0.025254,LINC00160
chr21,34808242,33205282,0.016233,IFNAR2
chr21,34808242,33266367,0.017016,IL10RB
chr21,34808242,33403413,0.015367,IFNGR2
chr21,34808242,33491716,0.016495,DNAJC28
chr21,34808242,33588706,0.018665,DONSON
chr21,34808242,33643926,0.015584,CRYZL1
chr21,34808242,33642400,0.015589,ITSN1
chr21,34808242,34073224,0.018731,MRPS6
chr21,34808242,34073578,0.018731,SLC5A3
chr21,34808242,34401072,0.033259,C21orf140
chr21,34808242,34512214,0.029749,KCNE1
chr21,34808242,34615113,0.033555,RCAN1
chr21,34808242,34737204,0.077273,LINC00160
chr21,34808242,34745756,0.081301,LINC01426
chr21,34808242,36004667,0.051159,RUNX1
chr21,34808242,36079389,0.033832,SETD4
chr21,34808242,36069941,0.032944,CBR1
chr21,34808242,36135079,0.022496,CBR3
chr21,34808242,36320189,0.015849,MORC3
chr21,34808242,36385392,0.02074,CHAF1B
chr21,34808242,36576569,0.018125,CLDN14
chr21,34836492,34401072,0.019481,C21orf140
chr21,34836492,34615113,0.01634,RCAN1
chr21,34836492,34737204,0.041508,LINC00160
chr21,34836492,34745756,0.039936,LINC01426
chr21,34836492,36004667,0.024659,RUNX1
chr21,34836492,36079389,0.017856,SETD4
chr21,34836492,36069941,0.016968,CBR1
chr21,34881967,36004667,0.02871,RUNX1
chr21,34888153,34737204,0.01893,LINC00160
chr21,34888153,34745756,0.023369,LINC01426
chr21,34888153,36004667,0.123574,RUNX1
chr21,34889849,36004667,0.065907,RUNX1
chr21,34891342,36004667,0.019513,RUNX1
chr21,35047500,34737204,0.017791,LINC00160
chr21,35047500,34745756,0.016719,LINC01426
chr21,35047500,36004667,0.026058,RUNX1
chr21,36060400,34401072,0.015303,C21orf140
chr21,36060400,36069941,0.125623,CBR1
chr21,36060400,36135079,0.026122,CBR3
chr21,36060400,36385392,0.017085,CHAF1B
chr21,36135135,36069941,0.021694,CBR1
chr21,36135135,36320189,0.018357,MORC3
chr21,36135135,36385392,0.022602,CHAF1B
chr21,36320381,36079389,0.015985,SETD4
chr21,36320381,36069941,0.021222,CBR1
chr21,36320381,36135079,0.04467,CBR3
chr21,36320381,36385392,0.047874,CHAF1B
chr21,36320381,36576569,0.025816,CLDN14
chr21,36322028,36320189,0.02625,MORC3
chr21,36388991,36385392,0.015811,CHAF1B
chr21,36430182,36135079,0.016106,CBR3
chr21,36430182,36320189,0.015806,MORC3
chr21,36430182,36385392,0.039848,CHAF1B
chr21,36430182,36576569,0.080941,CLDN14
chr21,36430182,36990236,0.017877,HLCS
chr21,36430182,37006150,0.019399,RIPPLY3
chr21,36478459,36576569,0.039222,CLDN14
chr21,36990057,37006150,0.048994,RIPPLY3
chr21,36990057,37073170,0.01699,PIGP
chr21,36990057,37073226,0.01699,TTC3
chr21,37007130,37006150,0.02085,RIPPLY3
chr21,37010072,36990236,0.018251,HLCS
chr21,37010072,37006150,0.057346,RIPPLY3
chr21,37060668,36990236,0.026149,HLCS
chr21,37060668,37006150,0.042131,RIPPLY3
chr21,37060668,37073170,0.048164,PIGP
chr21,37060668,37073226,0.048165,TTC3
chr21,37072609,36069941,0.017217,CBR1
chr21,37072609,36135079,0.016977,CBR3
chr21,37072609,36385392,0.025501,CHAF1B
chr21,37072609,36576569,0.024663,CLDN14
chr21,37072609,36990236,0.068984,HLCS
chr21,37072609,37006150,0.076826,RIPPLY3
chr21,37072609,37208503,0.037482,DSCR9
chr21,37072609,37365573,0.026048,DYRK1A
chr21,37072609,38121345,0.021211,KCNJ6
chr21,37074053,37073170,0.026367,PIGP
chr21,37074053,37073226,0.026367,TTC3
chr21,37199561,37208503,0.017568,DSCR9
chr21,37204811,37208503,0.015313,DSCR9
chr21,37267800,36069941,0.01527,CBR1
chr21,37267800,36385392,0.020888,CHAF1B
chr21,37267800,36576569,0.021316,CLDN14
chr21,37267800,36990236,0.024892,HLCS
chr21,37267800,37006150,0.026913,RIPPLY3
chr21,37267800,37073170,0.025371,PIGP
chr21,37267800,37073226,0.025371,TTC3
chr21,37267800,37208503,0.079139,DSCR9
chr21,37267800,37365573,0.074298,DYRK1A
chr21,37267800,38121345,0.02203,KCNJ6
chr21,37338963,37365573,0.022594,DYRK1A
chr21,37365824,37365573,0.065345,DYRK1A
chr21,37366807,37208503,0.037398,DSCR9
chr21,37564456,36990236,0.02105,HLCS
chr21,37564456,37006150,0.016991,RIPPLY3
chr21,37564456,37073170,0.018535,PIGP
chr21,37564456,37073226,0.018535,TTC3
chr21,37564456,37208503,0.031581,DSCR9
chr21,37564456,37365573,0.024815,DYRK1A
chr21,37564456,38121345,0.01584,KCNJ6
chr21,37856053,38121345,0.035426,KCNJ6
chr21,37912700,38121345,0.024358,KCNJ6
chr21,38171631,38121345,0.021246,KCNJ6
chr21,38277768,38121345,0.022465,KCNJ6
chr21,38277768,38661780,0.018095,ERG
chr21,38277768,38805183,0.015041,ETS2
chr21,38277768,39183488,0.017827,PSMG1
chr21,38734235,38805183,0.015153,ETS2
chr21,38756047,38747460,0.02747,LINC00114
chr21,38756047,38805183,0.019806,ETS2
chr21,38756879,38747460,0.015674,LINC00114
chr21,38769247,38661780,0.015587,ERG
chr21,38769247,38747460,0.117481,LINC00114
chr21,38769247,38805183,0.044922,ETS2
chr21,38773617,38805183,0.030702,ETS2
chr21,38787706,38747460,0.01858,LINC00114
chr21,38805140,38661780,0.016759,ERG
chr21,38805140,38747460,0.036467,LINC00114
chr21,38839739,38805183,0.019717,ETS2
chr21,38959517,38747460,0.016232,LINC00114
chr21,38959517,38805183,0.022657,ETS2
chr21,39183397,38661780,0.022618,ERG
chr21,39183397,38747460,0.019507,LINC00114
chr21,39183397,38805183,0.017674,ETS2
chr21,39183397,39321559,0.02945,BRWD1
chr21,39183397,39315707,0.029456,BRWD1-AS1
chr21,39183397,39349647,0.022013,HMGN1
chr21,39183397,39445805,0.033316,LCA5L
chr21,39183397,39445855,0.025188,SH3BGR
chr21,39183397,39612910,0.017971,B3GALT5-AS1
chr21,39184550,39183488,0.020832,PSMG1
chr21,39314130,39183488,0.025754,PSMG1
chr21,39314130,39315707,0.277089,BRWD1-AS1
chr21,39314130,39349647,0.061157,HMGN1
chr21,39314130,39445805,0.032743,LCA5L
chr21,39314130,39445855,0.038257,SH3BGR
chr21,39314130,39612910,0.018503,B3GALT5-AS1
chr21,39349006,38661780,0.017182,ERG
chr21,39349006,39183488,0.025574,PSMG1
chr21,39349006,39321559,0.081248,BRWD1
chr21,39349006,39315707,0.081239,BRWD1-AS1
chr21,39349006,39445805,0.043522,LCA5L
