chr,center,TSS,score,gene
chr8,9088826,9002147,0.015603,ERI1
chr8,9088826,9151574,0.036906,PPP1R3B
chr8,9135813,9151574,0.033628,PPP1R3B
chr8,9150729,9002147,0.017737,ERI1
chr8,9151475,9151574,0.102047,PPP1R3B
chr8,9153067,9151574,0.027284,PPP1R3B
chr8,9552320,9555912,0.021267,TNKS
chr8,9556138,7355359,0.018202,FAM66B
chr8,9556138,8701937,0.032147,CLDN23
chr8,9556138,8893630,0.030795,MFHAS1
chr8,9556138,9002147,0.030087,ERI1
chr8,9556138,9151574,0.028604,PPP1R3B
chr8,9556138,10054292,0.024496,MSRA
chr8,9556138,10839884,0.017995,PINX1
chr8,9556138,13604610,0.015188,DLC1
chr8,10053590,10054292,0.095347,MSRA
chr8,10825532,10839884,0.020319,PINX1
chr8,10839638,10054292,0.015341,MSRA
chr8,10839638,11201833,0.018819,XKR6
chr8,10839638,11284816,0.018466,MTMR9
chr8,11016586,10839884,0.018609,PINX1
chr8,11016586,11201833,0.021958,XKR6
chr8,11016586,11284816,0.018158,MTMR9
chr8,11124349,11201833,0.033608,XKR6
chr8,11201469,10054292,0.020203,MSRA
chr8,11201469,10839884,0.030852,PINX1
chr8,11201469,11284816,0.038954,MTMR9
chr8,11201469,11475908,0.016377,FAM167A
chr8,11201469,11486894,0.022818,BLK
chr8,11201469,11769639,0.021587,NEIL2
chr8,11201469,11795573,0.017845,FDFT1
chr8,11201469,11869533,0.019977,CTSB
chr8,11201469,12194133,0.018232,FAM86B1
chr8,11201469,13604610,0.022518,DLC1
chr8,11284408,10054292,0.016479,MSRA
chr8,11284408,10839884,0.036464,PINX1
chr8,11284408,11201833,0.046918,XKR6
chr8,11284408,11475908,0.028093,FAM167A
chr8,11284408,11486894,0.02237,BLK
chr8,11284408,11769639,0.020803,NEIL2
chr8,11284408,11795573,0.019688,FDFT1
chr8,11284408,11869533,0.026871,CTSB
chr8,11284408,12194133,0.017124,FAM86B1
chr8,11284408,13604610,0.02383,DLC1
chr8,11421877,11475908,0.017099,FAM167A
chr8,11456981,10839884,0.020033,PINX1
chr8,11456981,11201833,0.017733,XKR6
chr8,11456981,11284816,0.017702,MTMR9
chr8,11456981,11475908,0.110778,FAM167A
chr8,11456981,11486894,0.047376,BLK
chr8,11456981,11769639,0.021468,NEIL2
chr8,11456981,11795573,0.026814,FDFT1
chr8,11456981,13604610,0.019247,DLC1
chr8,11458174,11475908,0.212303,FAM167A
chr8,11458174,11486894,0.038287,BLK
chr8,11467259,11486894,0.035367,BLK
chr8,11492593,11475908,0.029615,FAM167A
chr8,11492593,11486894,0.173876,BLK
chr8,11497854,11486894,0.034969,BLK
chr8,11501790,11486894,0.040561,BLK
chr8,11558960,11475908,0.015955,FAM167A
chr8,11558960,11486894,0.022522,BLK
chr8,11765735,11769639,0.027821,NEIL2
chr8,11768743,11769639,0.043374,NEIL2
chr8,11770093,11795573,0.056163,FDFT1
chr8,11770093,11869533,0.030081,CTSB
chr8,11802939,11201833,0.015263,XKR6
chr8,11802939,11475908,0.017651,FAM167A
chr8,11802939,11486894,0.017867,BLK
chr8,11802939,11769639,0.08985,NEIL2
chr8,11802939,11869533,0.060656,CTSB
chr8,11802939,13604610,0.023031,DLC1
chr8,11808389,11769639,0.033472,NEIL2
chr8,11808389,11795573,0.098236,FDFT1
chr8,11808389,11869533,0.021279,CTSB
chr8,11820702,11769639,0.025628,NEIL2
chr8,11820702,11795573,0.044815,FDFT1
chr8,11820702,11869533,0.019554,CTSB
chr8,11840923,11769639,0.018987,NEIL2
chr8,11840923,11795573,0.023983,FDFT1
chr8,11840923,11869533,0.019326,CTSB
chr8,11858989,11795573,0.01544,FDFT1
chr8,11858989,11869533,0.034494,CTSB
chr8,11860873,11869533,0.015479,CTSB
chr8,11862725,11869533,0.050039,CTSB
chr8,11867332,11869533,0.046073,CTSB
chr8,11868794,11869533,0.054964,CTSB
chr8,11874837,11869533,0.032056,CTSB
chr8,11878213,11769639,0.020411,NEIL2
chr8,11878213,11795573,0.018635,FDFT1
chr8,11878213,11869533,0.071123,CTSB
chr8,11897595,11769639,0.034987,NEIL2
chr8,11897595,11795573,0.027539,FDFT1
chr8,11897595,11869533,0.053755,CTSB
chr8,12754693,11486894,0.016607,BLK
chr8,12754693,11769639,0.015241,NEIL2
chr8,12754693,11795573,0.015899,FDFT1
chr8,12754693,11869533,0.016226,CTSB
chr8,12754693,12194133,0.02145,FAM86B1
chr8,12754693,13604610,0.064669,DLC1
chr8,12754693,16567490,0.020811,MSR1
chr8,12756248,12756073,0.118202,LONRF1
chr8,12756248,13604610,0.01688,DLC1
chr8,12757760,12756073,0.061906,LONRF1
chr8,12757760,13604610,0.018835,DLC1
chr8,12765446,12756073,0.035429,LONRF1
chr8,12766800,12756073,0.047016,LONRF1
chr8,12766800,13604610,0.015985,DLC1
chr8,13135269,13604610,0.031815,DLC1
chr8,16186206,16567490,0.021414,MSR1
chr8,16197155,16567490,0.063883,MSR1
chr8,17000370,17002345,0.0307,FGF20
chr8,17013240,17002345,0.028673,FGF20
chr8,17013240,17027238,0.03658,MICU3
chr8,17027402,16567490,0.020798,MSR1
chr8,17027402,17002345,0.081738,FGF20
chr8,17027402,17156482,0.025088,ZDHHC2
chr8,17152573,17156482,0.029951,ZDHHC2
chr8,17156618,16567490,0.024755,MSR1
chr8,17156618,17002345,0.03959,FGF20
chr8,17156618,17027238,0.026303,MICU3
chr8,17156618,17246931,0.023222,VPS37A
chr8,17156618,17246878,0.023222,CNOT7
chr8,17247126,13604610,0.015267,DLC1
chr8,17247126,16567490,0.06464,MSR1
chr8,17247126,17002345,0.075653,FGF20
chr8,17247126,17027238,0.073098,MICU3
chr8,17247126,17156482,0.127697,ZDHHC2
chr8,17247126,17922968,0.018629,PCM1
chr8,17247126,18084998,0.017626,ASAH1
chr8,17247126,18170477,0.027911,NAT1
chr8,17922943,13604610,0.026612,DLC1
chr8,17922943,16567490,0.091345,MSR1
chr8,17922943,17002345,0.132666,FGF20
chr8,17922943,17027238,0.106397,MICU3
chr8,17922943,17156482,0.120587,ZDHHC2
chr8,17922943,17246931,0.091388,VPS37A
chr8,17922943,17246878,0.091388,CNOT7
chr8,17922943,18084998,0.093382,ASAH1
chr8,17922943,18170477,0.099164,NAT1
chr8,17922943,19758029,0.025362,CSGALNACT1
chr8,17922943,19817391,0.025549,INTS10
chr8,17922943,20197381,0.017452,ATP6V1B2
chr8,17924105,17002345,0.02097,FGF20
chr8,17924105,17027238,0.016818,MICU3
chr8,17924105,17156482,0.019061,ZDHHC2
chr8,17924105,17922968,0.090482,PCM1
chr8,17924105,18170477,0.015674,NAT1
chr8,17928004,17922968,0.035221,PCM1
chr8,17928871,17922968,0.019313,PCM1
chr8,17941531,17922968,0.016386,PCM1
chr8,18084188,13604610,0.019384,DLC1
chr8,18084188,16567490,0.046135,MSR1
chr8,18084188,17002345,0.054296,FGF20
chr8,18084188,17027238,0.049798,MICU3
chr8,18084188,17156482,0.047717,ZDHHC2
chr8,18084188,17246931,0.030528,VPS37A
chr8,18084188,17246878,0.030528,CNOT7
chr8,18084188,17922968,0.032969,PCM1
chr8,18084188,18170477,0.09912,NAT1
chr8,18084188,19758029,0.017021,CSGALNACT1
chr8,18084188,19817391,0.01805,INTS10
chr8,18197219,18170477,0.022327,NAT1
chr8,19475519,16567490,0.028491,MSR1
chr8,19475519,17002345,0.027363,FGF20
chr8,19475519,17027238,0.021677,MICU3
chr8,19475519,17156482,0.020934,ZDHHC2
chr8,19475519,17246931,0.016063,VPS37A
chr8,19475519,17246878,0.016063,CNOT7
chr8,19475519,18084998,0.016092,ASAH1
chr8,19475519,18170477,0.030009,NAT1
chr8,19475519,19758029,0.062885,CSGALNACT1
chr8,19475519,19817391,0.053154,INTS10
chr8,19475519,20197381,0.024059,ATP6V1B2
chr8,19497286,19758029,0.015084,CSGALNACT1
chr8,19511145,19758029,0.016685,CSGALNACT1
chr8,19515774,19758029,0.016009,CSGALNACT1
chr8,19687139,19758029,0.023954,CSGALNACT1
chr8,19696573,19758029,0.089999,CSGALNACT1
chr8,19696573,19817391,0.017833,INTS10
chr8,19697988,19758029,0.015787,CSGALNACT1
chr8,19700224,19758029,0.02488,CSGALNACT1
chr8,19813481,19817391,0.03471,INTS10
chr8,19817624,17002345,0.015955,FGF20
chr8,19817624,18170477,0.019198,NAT1
chr8,19817624,19758029,0.027901,CSGALNACT1
chr8,19817624,20197381,0.027154,ATP6V1B2
chr8,20187243,20197381,0.01736,ATP6V1B2
chr8,20189337,20197381,0.034809,ATP6V1B2
chr8,20198180,20197381,0.021219,ATP6V1B2
chr8,20198734,20197381,0.02086,ATP6V1B2
chr8,20200996,20197381,0.021638,ATP6V1B2
chr8,21905989,21913690,0.017518,DOK2
chr8,21909185,21913690,0.020966,DOK2
chr8,21911103,21913690,0.043231,DOK2
chr8,21911103,21919662,0.015127,XPO7
chr8,21911955,21913690,0.080182,DOK2
chr8,21911955,21919662,0.028044,XPO7
chr8,21913849,21919662,0.091611,XPO7
chr8,21913849,22048995,0.019624,DMTN
chr8,21915491,21913690,0.030793,DOK2
chr8,21915491,21919662,0.030037,XPO7
chr8,21918517,21913690,0.083501,DOK2
chr8,21918517,21919662,0.117385,XPO7
chr8,21918517,22048995,0.018216,DMTN
chr8,21919668,21913690,0.069741,DOK2
chr8,21919668,22048995,0.015201,DMTN
chr8,21922201,21919662,0.018533,XPO7
chr8,22010275,21913690,0.015131,DOK2
chr8,22010275,21919662,0.018966,XPO7
chr8,22010275,22048995,0.021937,DMTN
chr8,22049086,22048995,0.017957,DMTN
chr8,22054210,22048995,0.027847,DMTN
chr8,22060272,22048995,0.085392,DMTN
chr8,22066797,22048995,0.020452,DMTN
chr8,22089102,22109419,0.015799,NUDT18
chr8,22089991,22109419,0.01626,NUDT18
chr8,22109285,21913690,0.019729,DOK2
chr8,22109285,21919662,0.024429,XPO7
chr8,22109285,22048995,0.044644,DMTN
chr8,22109285,22141951,0.067657,REEP4
chr8,22109285,22165140,0.045242,BMP1
chr8,22109285,22245133,0.017865,POLR3D
chr8,22109285,22367278,0.017089,SLC39A14
chr8,22137546,22141951,0.033532,REEP4
chr8,22139244,22109419,0.017588,NUDT18
chr8,22139244,22141951,0.071521,REEP4
chr8,22139244,22165140,0.018541,BMP1
chr8,22141623,22048995,0.022337,DMTN
chr8,22141623,22109419,0.032381,NUDT18
chr8,22141623,22165140,0.034108,BMP1
chr8,22161670,22165140,0.015284,BMP1
chr8,22164807,22141951,0.015825,REEP4
chr8,22245402,22048995,0.019722,DMTN
chr8,22245402,22109419,0.019797,NUDT18
chr8,22245402,22141951,0.027251,REEP4
chr8,22245402,22165140,0.039905,BMP1
chr8,22245402,22367278,0.068657,SLC39A14
chr8,22245402,22440819,0.021514,PPP3CC
chr8,22245402,22544986,0.017126,SORBS3
chr8,22245402,22578279,0.025924,PDLIM2
chr8,22245402,22599599,0.020493,C8orf58
chr8,22245402,22604757,0.019699,CCAR2
chr8,22368104,22367278,0.01849,SLC39A14
chr8,22441196,22245133,0.021278,POLR3D
chr8,22441196,22367278,0.022944,SLC39A14
chr8,22441196,22544986,0.036213,SORBS3
chr8,22441196,22578279,0.030456,PDLIM2
chr8,22441196,22599599,0.023745,C8orf58
chr8,22441196,22604757,0.017912,CCAR2
chr8,22442868,22367278,0.018512,SLC39A14
chr8,22442868,22440819,0.069005,PPP3CC
chr8,22442868,22544986,0.03018,SORBS3
chr8,22442868,22578279,0.019068,PDLIM2
chr8,22444088,21913690,0.01685,DOK2
chr8,22444088,21919662,0.015352,XPO7
chr8,22444088,22048995,0.021511,DMTN
chr8,22444088,22109419,0.024572,NUDT18
chr8,22444088,22141951,0.018781,REEP4
chr8,22444088,22165140,0.027938,BMP1
chr8,22444088,22245133,0.040071,POLR3D
chr8,22444088,22367278,0.055666,SLC39A14
chr8,22444088,22440819,0.207488,PPP3CC
chr8,22444088,22544986,0.090743,SORBS3
chr8,22444088,22578279,0.057333,PDLIM2
chr8,22444088,22599599,0.042282,C8orf58
chr8,22444088,22604757,0.044145,CCAR2
chr8,22444088,22669148,0.028593,BIN3
chr8,22444088,22693480,0.021414,EGR3
chr8,22444088,22987417,0.024745,RHOBTB2
chr8,22444088,23069031,0.019015,TNFRSF10B
chr8,22444088,23102921,0.024791,TNFRSF10C
chr8,22444088,23164027,0.016221,TNFRSF10D
chr8,22444088,23270120,0.01973,R3HCC1
chr8,22444088,23457695,0.020281,ENTPD4
chr8,22444088,23528956,0.016186,SLC25A37
chr8,22444088,23682938,0.021117,NKX3-1
chr8,22444088,24294069,0.016149,ADAM28
chr8,22448200,22440819,0.015131,PPP3CC
chr8,22540479,22544986,0.053872,SORBS3
chr8,22541688,22544986,0.027912,SORBS3
chr8,22548230,22544986,0.026793,SORBS3
chr8,22549775,22544986,0.019784,SORBS3
chr8,22554018,22544986,0.015005,SORBS3
chr8,22574508,22578279,0.042669,PDLIM2
chr8,22579069,22578279,0.033113,PDLIM2
chr8,22580369,22599599,0.020376,C8orf58
chr8,22595391,22578279,0.026553,PDLIM2
chr8,22595391,22599599,0.03915,C8orf58
chr8,22595391,22604757,0.018537,CCAR2
chr8,22597260,22599599,0.015555,C8orf58
chr8,22598495,22599599,0.023216,C8orf58
chr8,22598495,22604757,0.024112,CCAR2
chr8,22599469,22578279,0.019475,PDLIM2
chr8,22599469,22604757,0.051642,CCAR2
chr8,22604936,22165140,0.015521,BMP1
chr8,22604936,22245133,0.020975,POLR3D
chr8,22604936,22367278,0.022807,SLC39A14
chr8,22604936,22440819,0.019283,PPP3CC
chr8,22604936,22544986,0.025575,SORBS3
chr8,22604936,22578279,0.049101,PDLIM2
chr8,22604936,22599599,0.178657,C8orf58
chr8,22604936,22669148,0.033974,BIN3
chr8,22604936,22693480,0.027292,EGR3
chr8,22604936,22987417,0.025384,RHOBTB2
chr8,22667776,22669148,0.019899,BIN3
chr8,22668954,22604757,0.016523,CCAR2
chr8,22668954,22693480,0.034683,EGR3
chr8,22673154,22669148,0.03926,BIN3
chr8,22693420,22669148,0.017201,BIN3
chr8,22695143,22669148,0.038062,BIN3
chr8,22695143,22693480,0.107568,EGR3
chr8,22705075,22367278,0.019489,SLC39A14
chr8,22705075,22578279,0.023703,PDLIM2
chr8,22705075,22599599,0.024057,C8orf58
chr8,22705075,22604757,0.029581,CCAR2
chr8,22705075,22669148,0.059395,BIN3
chr8,22705075,22693480,0.146513,EGR3
chr8,22705075,22987417,0.025877,RHOBTB2
chr8,22705075,23069031,0.021161,TNFRSF10B
chr8,22705075,23102921,0.017736,TNFRSF10C
chr8,22705075,23270120,0.016136,R3HCC1
chr8,22705075,23457695,0.016711,ENTPD4
chr8,22705075,23528956,0.015601,SLC25A37
chr8,22705075,23682938,0.017908,NKX3-1
chr8,22715894,22669148,0.020606,BIN3
chr8,22715894,22693480,0.029594,EGR3
chr8,22719531,22669148,0.015957,BIN3
chr8,22719531,22693480,0.025197,EGR3
chr8,22974804,22987417,0.049282,RHOBTB2
chr8,22974804,23069031,0.018772,TNFRSF10B
chr8,22974804,23102921,0.018265,TNFRSF10C
chr8,22982915,22987417,0.020712,RHOBTB2
chr8,22998129,22987417,0.02365,RHOBTB2
chr8,23018510,22987417,0.049735,RHOBTB2
chr8,23018510,23069031,0.028067,TNFRSF10B
chr8,23018510,23102921,0.024127,TNFRSF10C
chr8,23019427,22987417,0.051251,RHOBTB2
chr8,23019427,23069031,0.028915,TNFRSF10B
chr8,23019427,23102921,0.024857,TNFRSF10C
chr8,23019427,23270120,0.015052,R3HCC1
chr8,23063491,23069031,0.017752,TNFRSF10B
chr8,23064662,23069031,0.016291,TNFRSF10B
chr8,23068183,23069031,0.048932,TNFRSF10B
chr8,23069371,23102921,0.020801,TNFRSF10C
chr8,23074593,23069031,0.055571,TNFRSF10B
chr8,23074593,23102921,0.019644,TNFRSF10C
chr8,23103566,23102921,0.046493,TNFRSF10C
chr8,23161116,23164027,0.018169,TNFRSF10D
chr8,23162038,23164027,0.016982,TNFRSF10D
chr8,23162672,23164027,0.025488,TNFRSF10D
chr8,23163771,23243637,0.015862,CHMP7
chr8,23218554,23102921,0.016482,TNFRSF10C
chr8,23218554,23164027,0.031966,TNFRSF10D
chr8,23218554,23225102,0.11855,TNFRSF10A
chr8,23218554,23243637,0.031697,CHMP7
chr8,23218554,23270120,0.020983,R3HCC1
chr8,23219761,23164027,0.023104,TNFRSF10D
chr8,23219761,23225102,0.085589,TNFRSF10A
chr8,23219761,23243637,0.022901,CHMP7
chr8,23219761,23270120,0.015163,R3HCC1
chr8,23220563,23225102,0.033183,TNFRSF10A
chr8,23221252,23225102,0.033774,TNFRSF10A
chr8,23225296,23164027,0.018695,TNFRSF10D
chr8,23225296,23243637,0.029914,CHMP7
chr8,23225296,23270120,0.015925,R3HCC1
chr8,23230809,23164027,0.020571,TNFRSF10D
chr8,23230809,23225102,0.058068,TNFRSF10A
chr8,23230809,23243637,0.027746,CHMP7
chr8,23243579,23164027,0.021571,TNFRSF10D
chr8,23243579,23225102,0.018764,TNFRSF10A
chr8,23243579,23270120,0.016886,R3HCC1
chr8,23246676,22987417,0.023212,RHOBTB2
chr8,23246676,23069031,0.039922,TNFRSF10B
chr8,23246676,23102921,0.050113,TNFRSF10C
chr8,23246676,23164027,0.107942,TNFRSF10D
chr8,23246676,23225102,0.093943,TNFRSF10A
chr8,23246676,23243637,0.272189,CHMP7
chr8,23246676,23270120,0.084457,R3HCC1
chr8,23246676,23457695,0.034828,ENTPD4
chr8,23246676,23528956,0.024378,SLC25A37
chr8,23246676,23682938,0.027739,NKX3-1
chr8,23246676,24294069,0.019649,ADAM28
chr8,23457682,23528956,0.019074,SLC25A37
chr8,23457682,23682938,0.032052,NKX3-1
chr8,23528763,23457695,0.024227,ENTPD4
chr8,23528763,23682938,0.026169,NKX3-1
chr8,23529611,23528956,0.055625,SLC25A37
chr8,23541717,23528956,0.015374,SLC25A37
chr8,24272148,24294069,0.027364,ADAM28
chr8,24272148,24384285,0.015131,ADAMDEC1
chr8,24299700,24294069,0.02016,ADAM28
chr8,24367393,24384285,0.016966,ADAMDEC1
chr8,24387547,24294069,0.037974,ADAM28
chr8,24387547,24384285,0.167442,ADAMDEC1
chr8,24914922,24913758,0.022626,NEFM
chr8,25171619,25184689,0.017092,DOCK5
chr8,25185726,25184689,0.033441,DOCK5
chr8,25188148,25184689,0.019094,DOCK5
chr8,25198955,24913758,0.016932,NEFM
chr8,25198955,25184689,0.079849,DOCK5
chr8,25198955,25424654,0.023632,GNRH1
chr8,25198955,25458476,0.021817,KCTD9
chr8,25198955,25459199,0.021817,CDCA2
chr8,25243848,25184689,0.016613,DOCK5
chr8,25322878,25424654,0.017619,GNRH1
chr8,25345547,25184689,0.021466,DOCK5
chr8,25345547,25424654,0.033448,GNRH1
chr8,25345547,25458476,0.018034,KCTD9
chr8,25345547,25459199,0.018034,CDCA2
chr8,25384047,25424654,0.017459,GNRH1
chr8,25458827,24294069,0.018305,ADAM28
chr8,25458827,24384285,0.016555,ADAMDEC1
chr8,25458827,24913758,0.028464,NEFM
chr8,25458827,25184689,0.050802,DOCK5
chr8,25458827,25424654,0.078291,GNRH1
chr8,25458827,26291508,0.021183,PPP2R2A
chr8,25458827,26382988,0.01854,SDAD1P1
chr8,25458827,26383054,0.01854,BNIP3L
chr8,25458827,26514031,0.016999,DPYSL2
chr8,26291624,26382988,0.020934,SDAD1P1
chr8,26291624,26383054,0.020934,BNIP3L
chr8,26292978,26291508,0.047719,PPP2R2A
chr8,26383297,25424654,0.016402,GNRH1
chr8,26383297,26291508,0.02961,PPP2R2A
chr8,26383297,26514031,0.030471,DPYSL2
chr8,26571412,26514031,0.015309,DPYSL2
chr8,26572134,26514031,0.023411,DPYSL2
chr8,26575975,26514031,0.047599,DPYSL2
chr8,26577441,26382988,0.021028,SDAD1P1
chr8,26577441,26383054,0.021028,BNIP3L
chr8,26578568,26514031,0.030486,DPYSL2
chr8,26595980,26514031,0.018521,DPYSL2
chr8,26609546,26514031,0.05929,DPYSL2
chr8,27274618,27311272,0.015279,TRIM35
chr8,27315393,27311272,0.03194,TRIM35
chr8,27325499,27311272,0.019123,TRIM35
chr8,27326816,27311272,0.020407,TRIM35
chr8,27333351,27311272,0.019799,TRIM35
chr8,27362169,26514031,0.015653,DPYSL2
chr8,27362169,27311272,0.031182,TRIM35
chr8,27362169,27490781,0.023115,EPHX2
chr8,27362169,27614700,0.02685,CLU
chr8,27366797,27311272,0.017896,TRIM35
chr8,27366797,27490781,0.017058,EPHX2
chr8,27378712,27311272,0.016353,TRIM35
chr8,27491763,27490781,0.034192,EPHX2
chr8,27548072,27490781,0.030027,EPHX2
chr8,27548072,27614700,0.016149,CLU
chr8,27772696,27771949,0.113498,ESCO2
chr8,27772696,27838082,0.015019,PBK
chr8,27774700,27614700,0.019425,CLU
chr8,27774700,27772653,0.206745,CCDC25
chr8,27774700,27838082,0.027354,PBK
chr8,27837146,27838082,0.015808,PBK
chr8,28073157,28083936,0.020142,NUGGC
chr8,28078075,28083936,0.048597,NUGGC
chr8,28078075,28089673,0.015756,ELP3
chr8,28078728,28083936,0.051414,NUGGC
chr8,28078728,28089673,0.016675,ELP3
chr8,28082193,28083936,0.05745,NUGGC
chr8,28082193,28089673,0.018612,ELP3
chr8,28083986,28089673,0.019177,ELP3
chr8,28085707,28083936,0.018208,NUGGC
chr8,28093138,27614700,0.015444,CLU
chr8,28093138,27772653,0.016778,CCDC25
chr8,28093138,27771949,0.016776,ESCO2
chr8,28093138,27838082,0.024743,PBK
chr8,28093138,28083936,0.105687,NUGGC
chr8,28093138,28316986,0.046093,PNOC
chr8,28093138,28490278,0.019985,FBXO16
chr8,28093138,28494205,0.017516,FZD3
chr8,28099451,28089673,0.021271,ELP3
chr8,28100471,28089673,0.032067,ELP3
chr8,28338981,28316986,0.024667,PNOC
chr8,28347645,28316986,0.018687,PNOC
chr8,28347645,28402701,0.01762,ZNF395
chr8,28348410,27838082,0.023869,PBK
chr8,28348410,28083936,0.024181,NUGGC
chr8,28348410,28089673,0.026164,ELP3
chr8,28348410,28316986,0.038351,PNOC
chr8,28348410,28402701,0.036154,ZNF395
chr8,28348410,28490278,0.025775,FBXO16
chr8,28348410,28494205,0.022788,FZD3
chr8,28348410,28702030,0.018416,EXTL3-AS1
chr8,28348410,28600469,0.018416,EXTL3
chr8,28363865,28316986,0.016153,PNOC
chr8,28363865,28402701,0.041124,ZNF395
chr8,28363865,28490278,0.020722,FBXO16
chr8,28363865,28494205,0.021508,FZD3
chr8,28365938,28402701,0.018104,ZNF395
chr8,28367626,28402701,0.017917,ZNF395
chr8,28371467,28402701,0.033601,ZNF395
chr8,28386983,28402701,0.036172,ZNF395
chr8,28401213,28316986,0.017783,PNOC
chr8,28401213,28402701,0.075262,ZNF395
chr8,28401213,28490278,0.022559,FBXO16
chr8,28401213,28494205,0.021867,FZD3
chr8,28402145,27614700,0.01674,CLU
chr8,28402145,27838082,0.020844,PBK
chr8,28402145,28083936,0.019158,NUGGC
